id,pricesold,yearsold,zipcode,mileage,make,model,year,engine,body_type,num_cylinders,drive_type
153741,7100,2020,076**,139280,Toyota,Tacoma,2003,2.7 LITER * 4- CYLINDER ENGINE,Standard Cab Pickup,4,4WD
153537,7300,2020,076**,129380,Toyota,Tacoma,2001,2.7 LITER * 4- CYLINDER ENGINE,Crew Cab Pickup,6,4WD
122629,7200,2020,07604,184550,Toyota,Tacoma,2003,2.7 LITER * 4 CYLINDER ENGINE,Extended Cab Pickup,4,4WD
123507,7350,2020,076**,180090,Toyota,Tacoma,2004,2.7 LITER * 4 CYLINDER ENGINE,Extended Cab Pickup,4,4WD
65097,5300,2019,07011,232330,Toyota,Tacoma,2001,3.4 LITER * 6 CYLINDER ENGINE,Extended Cab Pickup,6,4WD
65273,7000,2019,07604,144780,BMW,X5,2011,3.0LITER 6 CYLINDER ENGINE. TWIN TURBO,SUV,6,AWD
95911,10300,2019,07604,187700,Mitsubishi,Lancer,2004,2.0 LITER * 4 CYLINDER * TURBO CHARGED,Sedan,4,AWD
15527,6460,2019,07109,64099,Mitsubishi,Montero,1998,3.5 LITER * 6 CYLINDER ENGINE,SUV,6,4WD
95809,4000,2019,07604,200650,Acura,RSX,2006,2.0 LITER * 4 CYLINDER V-TECH ENGINE,Hatchback,4,FWD
65222,6200,2019,07604,66715,Honda,Civic,1988,1.6 LITER * 4 CYLINDER ENGINE,Wagon,4,4WD
96071,2510,2019,07604,97330,Mazda,RX-8,2004,1.3 LITER ROTARY ENGINE,Coupe,2,RWD
28621,2080,2019,07604,121538,Nissan,Cube,2009,1.8 LITER * 4 CYLINDER ENGINE,Wagon,4,FWD
153704,8100,2020,076**,94999,Toyota,4Runner,1996,3.4 LITER * 6 CYLINDER ENGINE,SUV,6,4WD
153469,6800,2020,076**,152676,Toyota,4Runner,1997,3.4 LITER * 6 CYLINDER ENGINE,SUV,6,4WD
97693,8350,2020,07604,94405,Toyota,4Runner,2000,3.4 LITER * 6 CYLINDER,SUV,6,4WD
153797,3200,2020,076**,220450,Toyota,4Runner,2002,3.4 LITER * 6 CYLINDER ENGINE,SUV,6,4WD
96906,7100,2019,07604,112200,Toyota,4Runner,1997,3.4 LITER * 6 CYLINDER,SUV,6,4WD
48582,5700,2019,07604,153310,Toyota,4Runner,2002,3.4 LITER * 6 CYLINDER ENGINE,SUV,6,4WD
152409,7100,2020,076**,118300,Toyota,4Runner,2002,3.4 LITER * 6 CYLINDER ENGINE,SUV,6,4WD
154071,11100,2020,076**,87170,Toyota,4Runner,2002,3.4 LITER * 6 CYLINDER ENGINE,SUV,6,4WD
152463,4600,2020,076**,108630,Toyota,4Runner,1999,3.4 LITER * 6 CYLINDER ENGINE,SUV,6,4WD
123620,3180,2020,488**,149550,Toyota,4Runner,1996,3.4 LITER * 6 CYLINDER,SUV,6,4WD
123350,3850,2020,076**,142150,Toyota,4Runner,1999,3.4 LITER * 6 CYLINDER ENGINE,SUV,6,4WD
152976,8700,2020,076**,132900,Toyota,4Runner,1999,3.4 LITER * 6 CYLINDER ENGINE,SUV,6,4WD
64978,5700,2019,07604,141850,Toyota,4Runner,2002,3.4 LITER * 6 CYLINDER ENGINE,SUV,6,4WD
97582,6100,2020,07604,204330,Toyota,4Runner,2000,3.4 LITER * 6 CYLINDER,SUV,6,4WD
154109,9500,2020,076**,95630,Toyota,4Runner,2000,3.4 LITER * 6 CYLINDER ENGINE,SUV,6,4WD
55458,7870,2019,07109,75675,Toyota,4Runner,1989,3.0 LITER * 6 CYLINDER ENGINE,SUV,6,4WD
96222,5150,2019,07604,143400,Lexus,LX,2000,4.7 LITER * 8 CYLINDER,SUV,8,4WD
97023,5010,2019,07604,155220,Toyota,4Runner,2005,3.4 LITER * 6 CYLINDER,SUV,6,4WD
152862,6000,2020,076**,85300,Toyota,RAV4,2005,2.0 LITER * 4 CYLINDER ENGINE,SUV,4,AWD
15427,3000,2019,07604,21930,Chevrolet,Aveo,2010,1.6 LITER / 4 CYLINDER,Sedan,4,FWD
153485,10800,2020,076**,64000,Mitsubishi,Montero,1980,4 CYLINDER * INTERCOOLED TURBO DIESEL ENGINE,SUV,4,4WD
37200,3100,2019,07604,74270,BMW,3-Series,2002,2.5 LITER INLINE * 6 CYLINDER,Sedan,6,RWD
37193,8000,2019,07604,141200,BMW,5-Series,2011,3.0 LITER * TWIN TURBO * 6 CYLINDER,Sedan,6,AWD
96674,2030,2019,07604,128680,BMW,7-Series,2001,4.4 LITER * 8 CYLINDER,Sedan,8,RWD
97162,3580,2019,07604,64575,BMW,5-Series,2004,3.0 LITER * 6 CYLINDER ENGINE,Sedan,6,RWD
65377,8300,2019,07604,85125,BMW,3-Series,2008,3.0 LITER * 6 CYLINDER TWIN TURBO ENGINE,Convertible,6,RWD
96343,6400,2019,07604,149820,BMW,M5,2007,5.0 LITER * 10 CYLINDER,Sedan,10,RWD
97361,5050,2019,07604,89620,Dodge,Sprinter,2003,2.7 LITER TURBO DIESEL ENGINE,Standard Passenger Van,5,RWD
95718,6700,2019,07604,60820,Mercedes-Benz,S-Class,2003,5.5 LITER * SUPERCHAGED 8 CYLINDER ENGINE,Sedan,8,RWD
65309,21100,2019,07604,179475,Mercedes-Benz,G-Class,2002,5.0 LITER * 8 CYLINDER,SUV,8,4WD
96513,5100,2019,07604,76250,Mini,Countryman,2012,1.6 LITER TURBO CHARGED 4 CYLINDER,Wagon,4,FWD
97542,3880,2019,07604,97660,Porsche,Boxster,2003,2.7 LITER * 6 CYLINDER ENGINE,Convertible,6,RWD
97231,11100,2019,07604,178600,Porsche,Cayenne,2011,3.0 LITER * SUPERCHARGED 6 CYLINDER  ENGINE,SUV,6,AWD
55784,5700,2019,07011,138650,Volvo,XC60,2010,3.0 LITER . TURBO CHARGED * 6 CYLINDER,SUV,6,AWD
96258,27100,2019,07604,37920,Ferrari,348,1994,3.4 LITER * 8 CYLINDER,Convertible,8,RWD
29197,1900,2019,08755,124000,Mercedes-Benz,C-Class,1996,2.2L 4-Cyl Engine,Sedan,2,RWD
74953,11000,2020,13036,72000,Lincoln,MKZ/Zephyr,2017,2.0L 4 CYL ECO BOOST TURBO,Sedan,4,FWD
150393,4150,2020,301**,98352,Ford,Bronco,1996,5.0l V8 EFI,SUV,8,4WD
93058,1830,2019,30115,101525,Oldsmobile,Toronado,1985,5.0l V8 4bbl,Coupe,8,FWD
93063,3300,2019,30115,85214,Cadillac,Eldorado,1991,4.9l V8 MPI 4.9l,Coupe,8,FWD
64188,1770,2019,30115,39739,BMW,5-Series,2002,3.0l I-6 EFI Dohc,Sedan,6,RWD
16426,3800,2019,22827,62991,Ford,Mustang,1966,V6,Coupe,6,RWD
51757,1900,2019,37179,133692,BMW,7-Series,2001,4.4 Litre V8,Sedan,8,RWD
31709,4000,2019,53158,66000,Ford,Mustang,1995,5.0,Coupe,8,RWD
89040,1880,2019,03811,56000,Chevrolet,Monte Carlo,2006,5.3,Coupe,8,FWD
44015,35000,2019,93456,222,Dodge,Challenger,2018,392 Hemi V-8 SRT MDS,Coupe,8,RWD
104099,12600,2019,93456,19995,Mazda,MX-5 Miata,2011,2.0 L 4-cylinder 167 hp,Convertible,4,RWD
60710,22650,2019,20724,20000,Chevrolet,Nova,1972,454,Coupe,8,RWD
12848,8000,2019,22553,49000,Jeep,CJ,1986,STRAIGHT 6 CYLINDER 258 CID,JEEP CJ,6,4WD
31508,6100,2019,34604,12000,Lincoln,Mark Series,1978,460 cubic inches,2 door coupe / hard top,8,RWD
90277,6500,2019,07728,90100,Pontiac,Fiero,1988,169 CID V6,"Coupe, Low Miles, Actual Miles",6,--
157865,7900,2020,455**,81000,Chevrolet,Camaro,1996,5.7L Gas V8,Coupe,8,RWD
112944,6000,2020,103**,2500,Chevrolet,Blazer,1977,350 V8,SUV,8,4WD
2835,17000,2019,10309,26000,Chevrolet,Other Pickups,1955,Tune port 350,Standard Cab Pickup,8,4WD
54431,7600,2019,14094,70000,Ford,E-Series Van,2010,6.8,Cab & Chassis,10,RWD
37051,5300,2019,54902,54500,Chevrolet,Biscayne,1971,4.1L 250cu in,Sedan,6,RWD
15028,3500,2019,43085,141300,Dodge,Charger,2014,5.7L Hemi,Sedan,8,RWD
141822,5700,2020,906**,26150,Buick,LeSabre,2003,3.8L Gas V6,Sedan,6,FWD
97368,13000,2019,34609,83000,Cadillac,XLR,2004,4.6 NORTHSTAR,Convertible,8,AWD
123424,10600,2020,346**,128000,Ford,Galaxie,1964,V8,Fastback,8,RWD
4962,4550,2019,85339,156750,Chevrolet,Malibu,2011,3.6 V-6,Coupe,6,FWD
91263,11000,2019,53405,82000,Mitsubishi,Evolution,2008,2.0,Sedan,4,AWD
84458,4390,2019,18049,213500,Honda,CR-V,2008,4 CYLINDER,Hatchback,4,AWD
41958,11200,2019,53534,143000,Dodge,Charger,2017,5.7 Hemi V8,Sedan,8,RWD
61242,7800,2019,37135,94024,Jeep,Cherokee,2001,4.0l,2d,6,4WD
136935,1580,2020,922**,76349,Mercedes-Benz,500-Series,1981,V-8 High Octane Premium,Sedan,8,RWD
1201,16000,2019,11566,57200,Jeep,Wrangler,2006,4.0 straight 6,Convertible,6,4WD
99693,3300,2019,75757,197412,Ford,F-150,2006,5.4L 300.0hp,Pickup Truck,8,4WD
42852,17600,2019,23693,56000,Chevrolet,Impala,1967,327 L30,Coupe,8,RWD
46807,530,2019,62526,175000,Chevrolet,Silverado 1500,1992,V6,Stepside,6,RWD
137685,30000,2020,310**,85321,Porsche,911,1978,3.0,Convertible,6,RWD
85951,7100,2019,63026,114653,Buick,Roadmaster,1995,LT1 5.7L V-8,Sedan,8,RWD
72250,15800,2019,50115,13678,Chevrolet,Chevelle,1967,383,Coupe,8,RWD
48832,6000,2019,44874,116782,Pontiac,Firebird,1998,"LS1, 350 Cu.in.",Convertible,8,Automatic
8660,9100,2019,65738,109000,Dodge,Ram 1500,2005,5.7,Cab & Chassis,8,4WD
111523,39000,2020,952**,5524,Ford,Deluxe,1939,high performance 350 ZZ4,Coupe,8,RWD
43615,2700,2019,80023,150000,Chevrolet,C/K Pickup 2500,1978,5.7,Standard Cab Pickup,8,RWD
84961,8100,2019,48135,45600,Buick,GS 400,1969,400 ci,Sport Coupe,8,RWD
86844,3650,2019,99037,1000,Chevrolet,C-10,1964,350 V-8,Shortbed Pickup,8,RWD
136029,6000,2020,494**,132000,Land Rover,Range Rover,2007,4.4L Gas V8,SUV,8,4WD
47828,4050,2019,27370,197000,Chevrolet,C-10,1972,V8,Standard Cab Pickup,8,RWD
64252,3700,2019,27370,197000,Chevrolet,C-10,1968,V8,Standard Cab Pickup,8,RWD
13476,1500,2019,27370,100000,Chevrolet,C-10,1969,307,SHORT BED,8,2wd
64106,2500,2019,27370,197000,Chevrolet,C-10,1969,V8,Standard Cab Pickup,8,RWD
137073,7900,2020,627**,80000,Ford,Mustang,1995,built 302,Coupe,8,RWD
150695,23100,2020,423**,4705,Jeep,Wrangler JK,2018,3.6L Flexible V6,SUV,6,4WD
55305,6400,2019,15554,59000,Chevrolet,C/K Pickup 1500,1973,400,Standard Cab Pickup,8,4WD
138396,27600,2020,506**,19000,Jeep,Wrangler,2016,v6,SUV,6,4WD
132802,5500,2020,446**,80000,Ford,Mustang gt,1978,302,Hatchback,8,RWD
5972,25000,2019,82414,71882,Ford,F-550,2006,6.0L Power Stroke V8,Crew Cab Pickup,8,4WD
83839,2310,2019,60473,141227,Ford,Fusion,2014,2.5 Liter 4 Cylinder,Sedan,4,FWD
129267,2700,2020,71269,99999,Ford,F-100,1960,302,Standard Cab Pickup,8,RWD
147580,13800,2020,601**,67888,Ford,Thunderbird,1965,390 - 4V,Coupe,8,RWD
136184,30000,2020,606**,39000,Mercedes-Benz,S600,2012,5.5L Gas V12,Sedan,12,RWD
132415,90000,2020,080**,57942,Chevrolet,Corvette,1967,427,Convertible,8,RWD
34574,49100,2019,60501,23825,Jeep,Wrangler,2018,3.6L V6,SUV,6,4X4
74571,11500,2019,89408,75000,Chevrolet,Bel Air/150/210,1953,350,Sedan,8,rear
72230,5600,2019,30318,130500,Ford,Mustang,2010,210hp 4.0 liter V-6,Coupe,6,RWD
117702,28890,2020,740**,1700,Toyota,Tacoma,2019,3.5L Gas V6,Crew Cab Pickup,6,4WD
111892,740,2020,339**,144000,Lincoln,Town Car,1993,4.6L Gas V8,Sedan,8,RWD
131601,55660,2020,840**,11600,BMW,7-Series,2020,4.4L Gas V8,Sedan,8,AWD
21081,35000,2019,61254,137488,Ford,F-350,2015,6.7 Diesel,Crew Cab Pickup,8,4WD
151403,13980,2020,187**,113650,Ford,F-150,2010,5.4,Extended Crew Cab Pickup,8,4WD
121945,44500,2020,187**,15391,Oldsmobile,442,1970,455     360 HP MATCHING,Coupe,8,RWD
159493,10000,2020,365**,55000,Volkswagen,Beetle (Pre-1980),1963,1.2,Convertible,4,RWD
12217,3450,2019,08807,62000,Pontiac,Bonneville,1967,400,Sedan,8,RWD
10431,3050,2019,75160,100000,GMC,Sierra 3500,1968,454,Standard Cab Pickup,8,RWD
157654,2500,2020,270**,158625,Volkswagen,Rabbit,1981,1.6D,Standard Cab Pickup,4,FWD
27505,13000,2019,60181,102800,Cadillac,Escalade,2008,6.2L,SUV,8,AWD
89697,3500,2019,98208,41500,Honda,Civic,2002,1.7L,Coupe,4,FWD
106568,25250,2019,13753,3600,Chevrolet,Chevelle,1971,427 Motown ls9,Coupe,8,RWD
81695,24000,2019,54880,25000,Dodge,Challenger,2015,5.7,Coupe,8,RWD
1658,4550,2018,29644,182500,Ford,F-150,1991,302,Standard Cab Pickup,8,4WD
55732,2500,2019,11215,87766,Other Makes,Reliant Robin,1982,850cc 4 Speed,3 wheel rear wheel drive,4,RWD
3328,510,2019,01001,140500,Hyundai,Elantra,2003,4 cylinder,Sedan,4,FWD
147321,4950,2020,331**,95705,Nissan,Murano,2007,3.5L Gas V6,SUV,6,AWD
59671,3500,2019,16001,58919,Ford,Fairlane,1959,390,Coupe,8,RWD
44596,7200,2019,89110,86474,Chevrolet,C/K Pickup 1500,1985,v8 305,short bed pick up,8,RWD
8698,8100,2019,60561,107869,Volkswagen,Touareg,2013,Gas V6 3.6L/195,Sport Utility,6,4dr VR6 Sport
106441,28000,2019,84078,20,Ford,Mustang,1970,Cleveland 351-4v,SportsRoof,8,RWD
21157,3900,2019,33624,128445,Chevrolet,Trailblazer,2004,4.2,SUV,6,4WD
52614,610,2019,B0M1X0,230000,Cadillac,STS,2001,4.2l northstar,Sedan,8,FWD
109381,8950,2019,92065,214391,Toyota,Land Cruiser,1986,4.2 Liter,SUV,6,4WD
143209,35000,2020,970**,29765,Hummer,H1,1980,6.4,SUV,8,4WD
8425,13800,2019,27011,93020,Toyota,Other,1993,2.4L 2366CC l4 GAS SOHC Naturally Aspirated,Standard Cab Pickup,4,4WD
45938,23000,2019,06830,7720,Ford,Mustang,2014,5.0L,Coupe,8,RWD
146543,7850,2020,329**,89000,Pontiac,Firebird,1984,5.0L V8 4BL,Coupe,8,2dr Hatchback Trans Am
165305,25500,2020,458**,64000,Chevrolet,Corvette,2007,7.0,Coupe,8,RWD
165208,3650,2020,458**,105011,Pontiac,Fiero,1986,2.8,Coupe,6,RWD
164382,1300,2020,458**,165000,Toyota,Cressida,1989,3.0L Gas I6,Sedan,6,RWD
29893,4900,2019,97078,160000,Mercedes-Benz,CLK-Class,2003,5.5,coupe,8,RWD
163816,87200,2020,370**,2000,Chevrolet,Corvette,2020,6.2L Gas V8,Coupe,8,RWD
163440,2100,2020,079**,143500,Saab,9-3,2001,2.0L Gas I4,Hatchback,4,FWD
39844,1680,2019,07728,217000,Mercedes-Benz,300-Series,1980,3.0L Inline 5-Cylinder Diesel,Sedan,5,Rear
134885,1340,2020,077**,85866,Jaguar,XJR,2005,8,Sedan,8,RWD
69486,24540,2019,12027,200,Porsche,911,1971,2.2 L,Coupe,6,RWD
125811,7750,2020,11023,119031,Acura,MDX,2008,3.7 V6 24V SOHC,SUV,6,AWD
158369,12550,2020,110**,67342,Lexus,LS,2005,4.3L V8,Sedan,8,RWD
20287,19950,2019,11023,54823,Audi,S3,2015,2.0 TFSI Iengine,Sedan,4,AWD
20023,77500,2019,17545,54530,Mercedes-Benz,G-Class,2015,5.5 V-8 Biturbo,SUV,8,4WD
38105,37750,2019,11023,17576,Volvo,XC90,2016,2.0 S/C,SUV,4,AWD
41412,19600,2019,26062,97000,Chevrolet,Corvette,1971,350,Convertible,8,RWD
93933,25800,2019,36352,100000,Chevrolet,Nova,1966,327,Coupe,8,RWD
20926,10500,2019,85712,8173,Volkswagen,Beetle - Classic,1965,1600cc,Beetle,4,Rear  Engine
138521,2230,2020,775**,177000,Saab,900,1997,2.0 Turbo,Convertible,4,FWD
130329,13000,2020,176**,75864,Toyota,RAV4,2014,2.5L Gas I4,SUV,4,AWD
10541,16000,2019,84065,300,Volkswagen,Beetle - Classic,1973,CHEVY V8 350 CU,Fastback,8,REAR WHEEL
126885,5850,2020,191**,127833,Chevrolet,Suburban,2004,5.3L 8 Cylinder Engine,SUV,8,4WD
38415,3200,2019,19116,113008,Toyota,Avalon,2003,V6 Cylinder Engine 3.0L,Sedan,6,FWD
115017,12500,2020,92308,34737,Chevrolet,Camaro,2002,5.7L Gas V8,Coupe,8,RWD
165768,3450,2020,370**,8300,Chevrolet,Cruze,2015,1.4L Gas I4,Sedan,4,FWD
15827,8070,2019,h9g2k3,126500,Cadillac,Escalade,2007,6.2,SUV,8,AWD
102079,1530,2020,04530,113000,Suzuki,X-90,1996,1.6,Coupe,4,RWD
79116,6600,2019,76082,109900,Chevrolet,Blazer,1983,350,SUV,8,4WD
79274,23800,2019,76108,9624,GMC,Jimmy,1973,350,SUV,8,4WD
8775,2800,2018,44851,170000,BMW,3-Series,2007,3.0 L 6-cylinder,Sedan,6,RWD
27707,80000,2019,94022,45000,Porsche,911,2011,turbo,Coupe,6,AWD
101435,1400,2019,05673,180000,Ford,F-150,1995,"5.8L, V8, EFI",Crew Cab Pickup,8,2WD
73179,25000,2019,29625,102905,GMC,Yukon,2013,6.0L V8,SUV,8,4WD
120865,7500,2020,58203,55000,Chevrolet,Cruze,2015,1.4L DOHC Turbo,Sedan,4,FWD
148262,12900,2020,275**,39813,Ford,Torino,1972,351C,Coupe,8,RWD
105602,4000,2020,30519,140403,Saturn,Outlook,2010,3.6L Gas V6,SUV,6,FWD
75279,6480,2019,92555,131564,Datsun,Other,1980,2.7L diesel,Crew Cab Pickup,4,4WD
94569,22000,2019,38002,71620,Chevrolet,Camaro,1969,350,Coupe,8,RWD
85272,5000,2019,34428,98423,Mercedes-Benz,SL-Class,1978,4.5 liter,Convertible,8,RWD
4096,6700,2019,32128,78000,GMC,Jimmy,1973,350cid,SUV,8,4WD
34437,41100,2019,33177,24950,Mercedes-Benz,CLS-Class,2016,4.7L V-8 Bi Turbo,Sedan,8,RWD
93269,5500,2019,29841,99990,Ford,Mustang LX,1990,5.0 Liter V8,Convertible,8,RWD
59030,6700,2019,32656,43999,Ford,Thunderbird,1962,390 V8,Coupe,8,RWD
67756,25000,2019,15725,14800,Jeep,Wrangler,2017,3.6L V6 CYL 24V High Output,Coupe,6,4WD
15843,18000,2019,32605,35700,Lexus,SC,2005,4.3liter V8,Convertible,8,RWD
26986,1000,2019,74132,206000,Honda,Civic,1995,4cylinder 5 spd. Manual,4 door,4,FWD
90840,4150,2019,92557,107200,Ford,F-250,1990,460,Standard Cab Pickup,8,4WD
90040,3050,2019,92557,178000,Dodge,Power Wagon,1976,318,Standard Cab Pickup,8,RWD
90453,2650,2019,92557,170000,Ford,E-Series Van,1978,5.8,Van Camper,8,RWD
60199,1130,2019,07094,165000,Chevrolet,Camaro,1985,Crate V8,Coupe,8,RWD
93401,17260,2019,87112,59002,Ford,Mustang,2008,5.4liter SUPERCHARGED,Coupe,8,RWD
36204,5500,2019,87112,152920,Subaru,Baja,2003,2.5 EJ25 SOHC,Crew Cab Pickup,4,AWD
149192,9000,2020,871**,42956,Hyundai,Elantra,2019,2.0,SEDAN,4,FWD
89285,12100,2019,13027,89400,Chevrolet,Camaro,2001,5.7L LS1,Hatchback,8,RWD
62569,6050,2019,19702,37000,Nissan,NV,2015,Regular Unleaded I-4 2.0 L/122,"Mini-van, Cargo",4,I4 S
53942,610,2019,19702,131000,Mercedes-Benz,M-Class,2005,3.5,SUV,6,AWD
9574,10100,2019,19702,1100,Jeep,Renegade,2016,2.4,SUV,4,AWD
51622,2030,2019,17837,93400,Dodge,Ram 1500,2001,5.9L Magnum V8,Extended Cab Pickup,8,4WD
101741,840,2019,80537,164800,Dodge,Durango,1998,5.9 Magnum,SUV,8,4WD
101772,3500,2019,80537,153000,Dodge,Ram 2500,1996,V10,Extended Cab Pickup,10,4WD
49143,2500,2019,80537,202000,Dodge,Ram 2500,1995,8.0 V10,pickup,10,4WD
18658,630,2019,80537,191032,Ford,Mustang,2002,3.8 V6,Hatchback,6,RWD
101981,1830,2019,80537,168178,Ford,E-Series Van,1996,"7.5 liter, gasoline","Wagon, Van",8,RWD
18750,8650,2019,80537,59689,Ford,F-350,2006,6.0 Powerstroke Diesel,Cab & Chassis,8,4WD
18819,2800,2019,80537,153334,Ford,F-350,2003,6.0 Diesel,Cab & Chassis,8,4WD
102142,4000,2020,80537,238001,Ford,Excursion,2000,"6.8 ,V10",SUV,10,4WD
157921,2500,2020,805**,170561,Ford,Explorer,2004,4.0 v6,SUV,6,AWD
18921,4550,2019,80537,131873,Ford,F-250,2004,6.0 Powerstroke Diesel,Crew Cab Pickup,8,4WD
43546,3800,2019,80537,192913,Ford,F-250,2004,6.0 Powerstroke Diesel,Crew Cab Pickup,8,4WD
101771,4100,2019,80537,202416,Ford,F-250,1999,7.3 Powerstroke Diesel,Extended Cab Pickup,8,4WD
101475,3500,2019,80537,142547,Ford,F-250,2004,6.0 Turbo Diesel,Extended Cab Pickup,8,4WD
101993,2230,2019,80537,194185,Ford,F-150,2005,5.4,Crew Cab Pickup,8,4WD
101521,7500,2019,80537,185435,Ford,F-250,2006,6.0 Powerstroke Turbo Diesel,Crew Cab Pickup,8,4WD
18865,1530,2019,80537,113101,Ford,F-250,2005,6.8 liter v10,Crew Cab Pickup,10,4WD
66545,5600,2019,80537,195492,Ford,F-350,1999,7.3 POWERSTROKE DIESEL,Crew Cab Pickup,8,4WD
125618,4400,2020,805**,123925,Ford,F-350,2004,Powerstroke Diesel,Crew Cab Pickup,8,4x4
101449,7350,2019,80537,203000,Ford,F-350,2006,6.0 Powerstroke Diesel,Crew Cab Pickup,8,4WD
101930,4250,2019,80537,174535,Ford,F-350,2005,Turbo Diesel,Crew Cab Pickup,8,4WD
125643,5430,2020,805**,194297,Ford,F-350,2006,6.0 Powerstroke Diesel,Crew Cab Pickup,8,"Four wheel drive,4WD,"
101598,1530,2019,80537,96288,Chevrolet,C/K Pickup 2500,1989,5.7 TBI,Standard Cab Pickup,8,4WD
18939,3500,2019,80537,175720,Chevrolet,Silverado 3500,2001,8.1 Vortec,Extended Cab Pickup,8,RWD
157762,2550,2020,805**,138623,GMC,Suburban,1994,5.7 V8,SUV,8,4WD
66418,2000,2019,80537,211200,GMC,Yukon,2004,6.0 Vortec,SUV,8,AWD
101747,1030,2019,80537,226267,Chevrolet,Suburban,1994,5.7,SUV,8,4x4
101643,2030,2019,80537,229759,Chevrolet,Tahoe,2003,"5.3,LS,Vortec",SUV,8,4x4
101442,1700,2019,80537,221825,Chevrolet,Suburban,2002,5.3 LS,SUV,8,4WD
101630,2550,2019,80537,191291,Chevrolet,Suburban,2002,5.3 Vortec,SUV,8,4WD
43477,1360,2019,80537,191200,Lincoln,Town Car,2005,4.6,Sedan,8,RWD
18597,1600,2019,80537,146000,Mercury,Grand Marquis,2007,4.6 liter 3 valve,Sedan,8,RWD
125514,4050,2020,805**,217171,Dodge,Ram 2500,2004,5.9 Diesel,Crew Cab Pickup,6,4WD
102141,3200,2020,80537,172675,GMC,Yukon,2003,"5.3 Vortec,V8",SUV,8,4X4
18972,1000,2019,80537,147154,Mercury,Milan,2009,3.0 liter,Sedan,6,FWD
57791,640,2019,85345,146534,Chevrolet,Astro,2000,4.3L V6,12VN,6,4x2
15377,14900,2019,07042,128320,Ford,F-250,1999,7.3 Diesel,Crew Cab Pickup,8,4WD
15713,16800,2019,07042,119651,Ford,F-350,2003,7.3 Diesel,Crew Cab Pickup,8,4WD
15587,19800,2019,07042,43202,Ford,F-350,2003,7.3 Diesel,Extended Cab Pickup,8,4WD
28566,20300,2019,07042,93574,Ford,F-350,1999,7.3 Diesel,Crew Cab Pickup,8,4WD
15485,17600,2019,07042,134301,Ford,F-350,2002,7.3 Diesel,Crew Cab Pickup,8,4WD
28530,12700,2019,07042,107401,Dodge,Ram 2500,2001,5.9 24V Cummins,Standard Cab Pickup,6,4WD
15647,14900,2019,07042,106402,Dodge,Ram 3500,1996,12 Valve Cummins Diesel,Extended Cab Pickup,6,4WD
16342,11100,2019,07042,116041,BMW,M3,1995,3.0 I6 240hp,Coupe,6,RWD
29614,54200,2019,53581,10390,Ferrari,360,2003,3.6L V8,Coupe,8,RWD
38392,3180,2019,33647,112000,Ford,Mustang,2004,3.9L V6,Coupe,6,RWD
41313,22900,2019,89131,137300,Chevrolet,Silverado 3500,2007,DURAMAX LBZ,Crew Cab Pickup,8,4WD
8376,26600,2019,83402,100,Ford,Model A,1931,48 flathead,Coupe,8,RWD
77444,4350,2019,10604,148500,Toyota,Tacoma,2000,V6,Extended Cab Pickup,6,RWD
78342,3450,2020,06610,86450,Honda,CR-V,2003,2.4,SUV,4,AWD
64007,7070,2019,11237,70000,Cadillac,DeVille,1966,429,Coupe,8,FWD
47859,10100,2019,11237,70000,Cadillac,DeVille,1966,429,Convertible,8,FWD
45502,16540,2019,11746,16512,Cadillac,DeVille,1979,8,Coupe,8,RWD
39981,7000,2019,11746,81101,Mercedes-Benz,E-Class,2007,6,Sedan,6,AWD
113641,8500,2020,117**,102357,Mercedes-Benz,C-Class,2013,6,Sedan,6,AWD
4430,11600,2019,11746,69557,Mercedes-Benz,S-Class,2007,8,Sedan,8,RWD
36488,17000,2019,33990,10687,Chevrolet,Volt,2017,Gas/Electric I4 1.5L/,Hatchback,4,FWD
46359,57100,2019,75070,3200,Jeep,Wrangler,2018,3.6L,SUV,6,4WD
92703,2700,2019,11968,82500,Alfa Romeo,Spider,1988,1962cc/ 123hp,Convertible,4,RWD
33429,13400,2019,92373,99253,BMW,7-Series,2012,4.4,Sedan,8,RWD
164336,6550,2020,535**,1600,Jeep,Wrangler,2000,2.5L Gas I4,SUV,4,4WD
21317,10600,2019,95348,137890,Lexus,LS,2008,5.0 Litre 438 HP Hybrid,Sedan,8,AWD
72549,1130,2019,92308,181057,Mercedes-Benz,C-Class,2001,3.2L,Sedan,6,RWD
21041,6300,2019,98498,101491,Chevrolet,Silverado 1500,2007,5.3L,Extended Cab Pickup,8,4WD
159796,3550,2020,984**,227000,Mercedes-Benz,SL-Class,1983,V8,Convertible,8,RWD
123901,8600,2020,925**,136932,Ford,F-250,1996,7.3 Power stroke diesel,Extended Cab Pickup,8,RWD
128755,5500,2020,330**,111992,Ford,Mustang,1989,V8 5.0,Convertible,8,RWD
121837,15500,2020,97131,56000,Ford,Expedition,2015,"6CYL, 3.5L EcoBoost Turbocharged",SUV,6,RWD
99183,4850,2019,48047,134693,Cadillac,CTS,2010,3.0,Wagon,6,AWD
78067,500,2019,85742,155728,Mercedes-Benz,E-Class,2000,3.2 liter 6 cyl.,Sedan,6,RWD
124765,2650,2020,934**,160100,Ford,F-250,1989,350 V-8,Extended Cab Pickup,8,RWD
64215,2750,2019,27332,83000,Chevrolet,Caprice,1987,305 V8,Sedan,8,RWD
