id_pedido,id_cliente,Tienda,TipoLibro,und_pedidas,und_despachadas,ano_despacho,mes_despacho,lead_time,rating
957,CL0100,Webpage,CienciaFiccion,2,2,2023,11,2,60.8
958,CL0070,Regiones,Novelas,49,49,2023,4,1,49
959,CL0026,Santiago,Novelas,48,48,2023,8,3,50
960,CL0124,Regiones,CienciaFiccion,72,72,2023,7,3,52
961,CL0070,Regiones,Academicos,13,13,2023,10,4,76.8
962,CL0092,Regiones,Academicos,72,70,2024,1,6,58.7
963,CL0005,Regiones,Academicos,45,45,2023,6,2,68.3
964,CL0100,Webpage,Novelas,1,1,2023,6,6,78.4
965,CL0033,Santiago,Novelas,24,24,2024,1,10,72.8
966,CL0100,Webpage,Novelas,1,1,2023,1,1,73.7
967,CL0088,Regiones,Novelas,64,62,2023,1,5,47
968,CL0100,Webpage,Novelas,1,1,2023,6,0,69.3
969,CL0100,Webpage,Novelas,1,1,2023,5,2,63.9
970,CL0017,Santiago,Novelas,13,13,2023,12,5,65.6
971,CL0033,Santiago,Novelas,45,43,2024,2,8,52.7
972,CL0100,Webpage,Academicos,10,10,2023,6,7,61.6
973,CL0100,Webpage,Academicos,1,1,2023,6,5,88.8
974,CL0100,Webpage,CienciaFiccion,5,5,2023,6,7,62.6
975,CL0100,Webpage,Novelas,1,1,2023,2,0,73.9
976,CL0033,Santiago,Novelas,24,24,2023,11,1,71.2
977,CL0100,Webpage,Academicos,3,3,2023,9,1,50.3
978,CL0100,Webpage,Novelas,1,1,2023,2,1,65.1
979,CL0095,Regiones,Academicos,16,16,2024,2,6,76.2
980,CL0100,Webpage,CienciaFiccion,7,7,2023,7,1,88.7
981,CL0100,Webpage,Academicos,1,1,2023,6,1,94.8
982,CL0100,Webpage,CienciaFiccion,5,5,2023,6,7,82.3
983,CL0075,Santiago,Novelas,24,24,2023,10,3,70.9
984,CL0100,Webpage,CienciaFiccion,4,4,2023,12,7,63.5
985,CL0100,Webpage,CienciaFiccion,4,4,2023,6,5,75.1
986,CL0033,Santiago,CienciaFiccion,76,76,2023,3,1,50.7
987,CL0100,Webpage,Novelas,2,2,2024,1,1,57.2
988,CL0100,Webpage,CienciaFiccion,3,3,2023,4,1,71.2
989,CL0100,Webpage,Novelas,1,1,2023,6,7,69.7
990,CL0100,Webpage,Novelas,1,1,2023,12,10,73
991,CL0100,Webpage,CienciaFiccion,6,6,2023,11,3,65
992,CL0093,Regiones,Novelas,39,39,2023,6,5,60.8
993,CL0100,Webpage,Novelas,1,1,2023,10,1,69.6
994,CL0100,Webpage,Academicos,2,2,2023,6,6,73.3
995,CL0009,Regiones,Novelas,81,81,2023,3,7,55.9
996,CL0100,Webpage,Novelas,1,1,2024,2,2,73.1
997,CL0100,Webpage,CienciaFiccion,1,1,2023,11,5,84.5
998,CL0095,Regiones,Academicos,64,64,2023,7,1,56.3
999,CL0100,Webpage,Novelas,2,2,2023,10,0,94.6
1000,CL0100,Webpage,Novelas,1,1,2024,2,2,71.9
1001,CL0033,Santiago,CienciaFiccion,48,48,2023,5,5,61.8
1002,CL0100,Webpage,Novelas,1,1,2023,10,3,63.1
1003,CL0008,Regiones,Academicos,8,8,2023,5,3,81.6
1004,CL0077,Regiones,Academicos,12,12,2023,3,6,71.1
1005,CL0099,Regiones,Novelas,27,26,2024,2,6,78.5
1006,CL0033,Santiago,CienciaFiccion,60,60,2023,1,3,52
1007,CL0100,Webpage,CienciaFiccion,4,4,2023,6,5,74.8
1008,CL0033,Santiago,Novelas,48,48,2023,3,2,62.4
1009,CL0033,Santiago,Academicos,95,95,2023,7,2,55
1010,CL0099,Regiones,Academicos,3,3,2023,6,3,62.1
1011,CL0100,Webpage,Academicos,3,3,2023,10,1,73.7
1012,CL0095,Regiones,Academicos,13,13,2023,7,2,63.9
1013,CL0100,Webpage,Novelas,1,1,2023,12,1,65.5
1014,CL0033,Santiago,CienciaFiccion,48,48,2024,2,6,68.1
1015,CL0033,Santiago,Novelas,51,51,2023,5,3,61.8
1016,CL0003,Regiones,Academicos,71,71,2023,7,2,55.6
1017,CL0100,Webpage,Novelas,1,1,2023,10,2,66.3
1018,CL0100,Webpage,Novelas,1,1,2023,10,3,53.2
1019,CL0001,Regiones,Novelas,47,47,2024,1,15,68.5
1020,CL0004,Regiones,CienciaFiccion,76,76,2023,8,6,54.5
1021,CL0100,Webpage,Novelas,1,1,2023,2,2,74.9
1022,CL0092,Regiones,CienciaFiccion,6,4,2023,7,8,80
1023,CL0100,Webpage,CienciaFiccion,11,11,2023,12,4,77.1
1024,CL0091,Regiones,Novelas,17,13,2023,12,5,77.6
1025,CL0053,Santiago,CienciaFiccion,81,81,2024,2,8,56.1
1026,CL0100,Webpage,Novelas,4,4,2023,1,1,67.9
1027,CL0100,Webpage,Novelas,2,2,2023,10,0,72.1
1028,CL0100,Webpage,CienciaFiccion,3,3,2023,11,1,92.8
1029,CL0075,Santiago,Novelas,97,97,2023,6,2,45.7
1030,CL0005,Regiones,CienciaFiccion,16,16,2023,9,6,74.5
1031,CL0100,Webpage,Novelas,1,1,2023,2,0,76.1
1032,CL0100,Webpage,CienciaFiccion,2,2,2023,10,3,82.9
1033,CL0100,Webpage,Novelas,1,1,2023,3,1,76
1034,CL0100,Webpage,CienciaFiccion,2,2,2023,6,5,69
1035,CL0100,Webpage,Academicos,1,1,2024,1,1,69.3
1036,CL0100,Webpage,Academicos,4,4,2023,1,1,58.5
1037,CL0100,Webpage,Academicos,1,1,2023,9,6,47.2
1038,CL0008,Regiones,CienciaFiccion,25,19,2024,2,2,70.6
1039,CL0100,Webpage,Novelas,1,1,2023,6,3,67.4
1040,CL0100,Webpage,Novelas,1,1,2024,2,2,52.9
1041,CL0001,Regiones,CienciaFiccion,8,8,2023,2,4,69.4
1042,CL0004,Regiones,Academicos,12,12,2024,2,5,76.6
1043,CL0100,Webpage,Academicos,1,1,2023,12,1,78.3
1044,CL0075,Santiago,Academicos,100,100,2023,10,8,51.2
1045,CL0100,Webpage,Novelas,1,1,2023,12,1,62.1
1046,CL0100,Webpage,Novelas,1,1,2023,11,5,77.6
1047,CL0066,Santiago,CienciaFiccion,95,95,2023,9,6,62.2
1048,CL0100,Webpage,Novelas,1,1,2023,10,4,60
1049,CL0041,Santiago,CienciaFiccion,48,48,2023,12,2,60.1
1050,CL0100,Webpage,Academicos,2,2,2023,6,5,76.5
1051,CL0033,Santiago,Novelas,27,27,2024,2,6,58.6
1052,CL0100,Webpage,CienciaFiccion,2,2,2023,12,5,78.3
1053,CL0100,Webpage,CienciaFiccion,4,4,2023,5,1,68.1
1054,CL0033,Santiago,CienciaFiccion,38,38,2024,2,8,59.3
1055,CL0100,Webpage,Novelas,1,1,2023,12,7,57.9
1056,CL0100,Webpage,CienciaFiccion,6,6,2023,12,4,70.2
1057,CL0095,Regiones,CienciaFiccion,29,29,2023,5,5,55.6
1058,CL0084,Regiones,CienciaFiccion,83,83,2023,2,2,56
1059,CL0100,Webpage,Academicos,6,6,2023,5,0,53.1
1060,CL0076,Regiones,Academicos,13,13,2023,7,7,71.8
1061,CL0008,Regiones,Novelas,15,15,2024,1,3,85
1062,CL0060,Santiago,Novelas,7,7,2023,4,5,95
1063,CL0077,Regiones,Novelas,28,28,2023,10,2,58.9
1064,CL0100,Webpage,CienciaFiccion,4,4,2023,6,5,73
1065,CL0093,Regiones,Novelas,10,10,2023,7,1,64
1066,CL0005,Regiones,CienciaFiccion,28,28,2023,8,7,66.4
1067,CL0100,Webpage,CienciaFiccion,5,5,2023,10,2,56.8
1068,CL0091,Regiones,Novelas,73,73,2024,1,7,55.5
1069,CL0084,Regiones,CienciaFiccion,32,31,2023,7,7,58.4
1070,CL0100,Webpage,Novelas,1,1,2023,4,1,75.9
1071,CL0100,Webpage,CienciaFiccion,5,5,2023,11,4,56.6
1072,CL0100,Webpage,Novelas,1,1,2024,2,2,79.5
1073,CL0093,Regiones,CienciaFiccion,20,20,2023,2,3,62.2
1074,CL0076,Regiones,CienciaFiccion,4,4,2023,11,2,79.3
1075,CL0063,Santiago,CienciaFiccion,9,9,2023,11,2,70.5
1076,CL0100,Webpage,Novelas,1,1,2023,4,2,50.4
1077,CL0075,Santiago,Novelas,16,16,2023,8,3,78.4
1078,CL0100,Webpage,CienciaFiccion,4,4,2023,12,4,63.6
1079,CL0100,Webpage,Novelas,1,1,2023,10,3,47.5
1080,CL0001,Regiones,Novelas,26,26,2023,3,3,59.3
1081,CL0008,Regiones,CienciaFiccion,61,52,2024,2,2,48.2
1082,CL0100,Webpage,Novelas,3,3,2023,6,7,71.3
1083,CL0100,Webpage,Academicos,7,7,2023,10,3,67.1
1084,CL0100,Webpage,Academicos,1,1,2023,11,3,72.2
1085,CL0076,Regiones,Academicos,79,79,2023,1,11,50.6
1086,CL0004,Regiones,Academicos,16,16,2023,6,8,80.6
1087,CL0100,Webpage,Novelas,1,1,2023,10,1,58.6
1088,CL0091,Regiones,CienciaFiccion,27,27,2023,7,4,66.4
1089,CL0100,Webpage,Novelas,1,1,2023,11,2,48.9
1090,CL0084,Regiones,Academicos,4,4,2023,7,5,61.7
1091,CL0004,Regiones,CienciaFiccion,61,61,2023,8,7,64.1
1092,CL0028,Santiago,Academicos,62,62,2023,1,9,60.3
1093,CL0100,Webpage,CienciaFiccion,4,4,2023,10,2,77.6
1094,CL0100,Webpage,Academicos,3,3,2023,10,1,64.4
1095,CL0009,Regiones,CienciaFiccion,99,99,2023,7,2,57.9
1096,CL0100,Webpage,Academicos,2,2,2023,3,0,83.1
1097,CL0060,Santiago,Novelas,5,5,2023,6,2,57.5
1098,CL0059,Regiones,CienciaFiccion,16,16,2024,1,4,59.8
1099,CL0100,Webpage,Novelas,1,1,2023,6,0,65.4
1100,CL0003,Regiones,Academicos,53,50,2024,1,2,57.2
1101,CL0033,Santiago,Novelas,48,48,2023,5,5,47.1
1102,CL0088,Regiones,CienciaFiccion,44,31,2024,3,12,43.4
1103,CL0033,Santiago,CienciaFiccion,38,38,2023,9,11,52.8
1104,CL0092,Regiones,Novelas,28,28,2024,2,7,75
1105,CL0100,Webpage,Novelas,1,1,2023,6,7,43.5
1106,CL0077,Regiones,Novelas,19,19,2023,9,5,59.7
1107,CL0100,Webpage,Novelas,1,1,2023,1,0,69.2
1108,CL0100,Webpage,Novelas,1,1,2023,11,1,73.4
1109,CL0100,Webpage,Novelas,1,1,2023,5,3,54.5
1110,CL0033,Santiago,Novelas,12,12,2024,3,6,62.6
1111,CL0100,Webpage,CienciaFiccion,7,7,2023,5,2,73.1
1112,CL0100,Webpage,CienciaFiccion,4,4,2024,2,1,83.8
1113,CL0088,Regiones,Academicos,35,34,2023,7,5,57.8
1114,CL0100,Webpage,CienciaFiccion,2,2,2023,5,0,76.8
1115,CL0100,Webpage,Academicos,7,7,2023,5,3,60.2
1116,CL0100,Webpage,Novelas,1,1,2023,5,2,95.7
1117,CL0100,Webpage,CienciaFiccion,17,17,2023,6,3,53.9
1118,CL0060,Santiago,Novelas,10,10,2024,2,2,69.7
1119,CL0100,Webpage,Academicos,1,1,2023,11,1,73.1
1120,CL0100,Webpage,CienciaFiccion,3,3,2023,6,6,59.7
1121,CL0088,Regiones,CienciaFiccion,90,89,2023,9,2,56.4
1122,CL0100,Webpage,Novelas,1,1,2023,10,3,93.4
1123,CL0075,Santiago,Novelas,38,38,2023,3,6,65.2
1124,CL0100,Webpage,CienciaFiccion,5,5,2023,12,8,67.6
1125,CL0100,Webpage,Novelas,2,2,2023,12,3,78
1126,CL0127,Santiago,CienciaFiccion,30,30,2023,2,0,58.4
1127,CL0091,Regiones,Academicos,37,37,2023,3,2,65.7
1128,CL0100,Webpage,Novelas,1,1,2024,2,1,66
1129,CL0100,Webpage,Academicos,3,3,2023,12,4,63.6
1130,CL0017,Santiago,Novelas,12,12,2023,8,2,64.5
1131,CL0017,Santiago,Novelas,6,6,2023,7,4,78.6
1132,CL0100,Webpage,Academicos,6,6,2023,6,6,60.8
1133,CL0100,Webpage,Novelas,3,3,2023,6,7,72.5
1134,CL0100,Webpage,Novelas,1,1,2023,4,2,76.2
1135,CL0100,Webpage,Novelas,1,1,2023,12,7,72.8
1136,CL0100,Webpage,Novelas,1,1,2023,12,7,82.6
1137,CL0100,Webpage,CienciaFiccion,3,3,2023,11,1,77.9
1138,CL0033,Santiago,Academicos,57,57,2023,1,4,52.4
1139,CL0004,Regiones,CienciaFiccion,38,37,2024,2,9,76.1
1140,CL0084,Regiones,Novelas,71,67,2024,1,4,59.3
1141,CL0070,Regiones,Novelas,10,10,2023,5,10,61.5
1142,CL0100,Webpage,Novelas,1,1,2023,3,0,76.4
1143,CL0100,Webpage,Novelas,1,1,2023,3,0,68.2
1144,CL0060,Santiago,Novelas,6,6,2024,2,5,67.9
1145,CL0095,Regiones,CienciaFiccion,23,23,2023,4,4,64.6
1146,CL0100,Webpage,Academicos,2,2,2023,7,3,67.7
1147,CL0100,Webpage,Academicos,6,6,2023,10,1,82
1148,CL0100,Webpage,Novelas,2,2,2023,5,1,71.1
1149,CL0100,Webpage,CienciaFiccion,7,7,2023,1,0,55.3
1150,CL0100,Webpage,Novelas,1,1,2023,10,2,71.3
1151,CL0033,Santiago,CienciaFiccion,67,65,2023,11,5,64.2
1152,CL0100,Webpage,Academicos,9,9,2023,12,4,61.8
1153,CL0100,Webpage,Novelas,1,1,2023,1,0,64.5
1154,CL0008,Regiones,Novelas,75,75,2023,7,5,56.5
1155,CL0124,Regiones,Novelas,16,16,2023,10,4,64.5
1156,CL0099,Regiones,CienciaFiccion,20,20,2024,1,17,60.9
1157,CL0100,Webpage,CienciaFiccion,9,8,2023,6,4,64.4
1158,CL0033,Santiago,Academicos,19,19,2024,1,2,61.4
1159,CL0100,Webpage,Academicos,1,1,2023,6,3,46
1160,CL0017,Santiago,CienciaFiccion,38,38,2023,2,4,66.9
1161,CL0060,Santiago,Novelas,27,27,2024,2,2,70.9
1162,CL0100,Webpage,Academicos,1,0,2023,5,4,65.9
1163,CL0100,Webpage,CienciaFiccion,8,8,2023,6,5,65.5
1164,CL0076,Regiones,CienciaFiccion,4,4,2023,6,6,79.1
1165,CL0095,Regiones,CienciaFiccion,20,20,2023,7,5,77.2
1166,CL0100,Webpage,CienciaFiccion,2,2,2023,5,1,50.4
1167,CL0100,Webpage,Academicos,1,1,2023,5,1,57.5
1168,CL0100,Webpage,Novelas,1,1,2023,10,2,65.9
1169,CL0099,Regiones,Academicos,17,17,2023,8,1,58.2
1170,CL0029,Santiago,Novelas,29,29,2023,12,4,66.7
1171,CL0088,Regiones,Novelas,50,50,2023,5,5,44.2
1172,CL0092,Regiones,CienciaFiccion,34,34,2023,4,1,57.9
1173,CL0093,Regiones,Novelas,51,48,2024,3,7,51
1174,CL0033,Santiago,Novelas,12,12,2023,4,2,53.2
1175,CL0100,Webpage,CienciaFiccion,2,2,2023,10,1,80.1
1176,CL0070,Regiones,Novelas,27,27,2023,9,6,58.9
1177,CL0100,Webpage,CienciaFiccion,2,2,2023,5,1,62.5
1178,CL0100,Webpage,Academicos,4,4,2024,1,1,67.9
1179,CL0002,Regiones,Academicos,26,26,2023,5,6,70.1
1180,CL0100,Webpage,Novelas,1,1,2023,9,1,65.8
1181,CL0093,Regiones,Novelas,34,34,2023,8,5,58
1182,CL0100,Webpage,Novelas,1,1,2023,12,6,62.9
1183,CL0100,Webpage,CienciaFiccion,3,3,2023,6,7,64.4
1184,CL0095,Regiones,Novelas,38,35,2024,2,1,57.1
1185,CL0100,Webpage,Academicos,1,1,2023,5,3,68.7
1186,CL0100,Webpage,Novelas,1,1,2023,2,2,75.8
1187,CL0100,Webpage,Academicos,1,1,2023,4,2,58
1188,CL0008,Regiones,Novelas,23,22,2023,6,5,83.9
1189,CL0004,Regiones,Academicos,27,27,2023,1,3,72.9
1190,CL0100,Webpage,Novelas,1,1,2023,11,5,57.2
1191,CL0100,Webpage,Novelas,1,1,2023,3,0,44.8
1192,CL0001,Regiones,Academicos,47,47,2023,9,4,69.2
1193,CL0100,Webpage,Novelas,1,1,2023,7,4,64.6
1194,CL0100,Webpage,Novelas,1,1,2023,10,0,60.4
1195,CL0095,Regiones,Academicos,89,89,2023,4,2,49.6
1196,CL0100,Webpage,Novelas,1,1,2023,10,1,70.5
1197,CL0088,Regiones,Academicos,32,31,2024,2,8,73
1198,CL0099,Regiones,CienciaFiccion,20,20,2023,6,4,52.7
1199,CL0003,Regiones,Academicos,10,10,2023,5,7,96.2
1200,CL0100,Webpage,Novelas,1,1,2023,11,0,63.4
1201,CL0100,Webpage,Academicos,2,2,2023,4,1,64.4
1202,CL0100,Webpage,Academicos,1,1,2023,10,1,71.1
1203,CL0095,Regiones,Novelas,7,7,2023,7,1,71.4
1204,CL0100,Webpage,CienciaFiccion,5,5,2023,10,1,84.2
1205,CL0001,Regiones,CienciaFiccion,24,24,2023,1,2,73.5
1206,CL0035,Santiago,Novelas,88,83,2024,2,5,53.8
1207,CL0124,Regiones,Novelas,27,27,2023,8,5,76.4
1208,CL0100,Webpage,CienciaFiccion,3,3,2023,12,7,65.8
1209,CL0070,Regiones,CienciaFiccion,8,8,2023,8,3,68.6
1210,CL0093,Regiones,CienciaFiccion,16,16,2023,11,2,48.6
1211,CL0005,Regiones,CienciaFiccion,36,36,2024,2,11,52.6
1212,CL0017,Santiago,Novelas,28,28,2023,8,2,68.3
1213,CL0100,Webpage,CienciaFiccion,3,3,2023,6,5,72.7
1214,CL0095,Regiones,Novelas,19,19,2023,7,2,65.5
1215,CL0100,Webpage,Academicos,10,10,2023,2,1,62.2
1216,CL0100,Webpage,CienciaFiccion,3,3,2023,10,1,73
1217,CL0060,Santiago,Novelas,45,44,2024,1,4,71.5
1218,CL0060,Santiago,Novelas,5,4,2024,3,4,78
1219,CL0100,Webpage,Novelas,2,2,2024,3,2,83.5
1220,CL0093,Regiones,CienciaFiccion,46,46,2023,7,2,52.2
1221,CL0100,Webpage,Academicos,4,4,2023,1,3,72.4
1222,CL0100,Webpage,Academicos,1,1,2023,10,3,76.8
1223,CL0006,Santiago,CienciaFiccion,8,8,2023,3,0,73.6
1224,CL0100,Webpage,Academicos,4,4,2023,6,7,77.5
1225,CL0100,Webpage,Academicos,1,1,2023,10,1,75.8
1226,CL0100,Webpage,CienciaFiccion,3,3,2023,5,2,63.9
1227,CL0100,Webpage,CienciaFiccion,7,7,2023,5,2,52.9
1228,CL0033,Santiago,Novelas,24,24,2023,3,3,85.5
1229,CL0009,Regiones,Novelas,19,19,2023,1,3,77.5
1230,CL0100,Webpage,Novelas,1,1,2023,4,4,62.2
1231,CL0100,Webpage,Academicos,2,2,2023,12,2,72.8
1232,CL0075,Santiago,Novelas,10,10,2023,5,6,78.9
1233,CL0100,Webpage,CienciaFiccion,9,9,2023,12,5,58.1
1234,CL0100,Webpage,Academicos,2,2,2023,6,8,55.3
1235,CL0100,Webpage,CienciaFiccion,5,5,2023,6,7,68.9
1236,CL0100,Webpage,Academicos,1,1,2023,3,1,69.3
1237,CL0100,Webpage,Academicos,2,2,2023,10,2,67.1
1238,CL0033,Santiago,Novelas,54,54,2024,2,6,74.4
1239,CL0033,Santiago,Novelas,61,57,2023,10,3,72.1
1240,CL0033,Santiago,Novelas,12,12,2024,2,0,77.4
1241,CL0100,Webpage,Novelas,1,1,2023,5,1,62.2
1242,CL0017,Santiago,Novelas,1,1,2023,8,1,58.3
1243,CL0084,Regiones,Academicos,65,65,2024,2,5,61
1244,CL0100,Webpage,Novelas,1,1,2024,2,2,75.5
1245,CL0043,Santiago,Novelas,36,36,2024,1,5,65.9
1246,CL0092,Regiones,CienciaFiccion,28,28,2023,9,7,63.9
1247,CL0100,Webpage,CienciaFiccion,16,16,2023,6,7,83.2
1248,CL0033,Santiago,CienciaFiccion,53,53,2023,4,1,53.1
1249,CL0029,Santiago,CienciaFiccion,12,12,2023,1,1,63.8
1250,CL0100,Webpage,CienciaFiccion,6,6,2023,10,3,62.4
1251,CL0100,Webpage,Novelas,1,1,2023,12,3,93.7
1252,CL0099,Regiones,Academicos,30,30,2024,1,8,69.3
1253,CL0003,Regiones,Novelas,27,27,2024,1,4,53.7
1254,CL0100,Webpage,CienciaFiccion,13,13,2023,12,4,57.7
1255,CL0075,Santiago,Novelas,17,17,2023,3,4,59.3
1256,CL0033,Santiago,Novelas,12,12,2024,2,0,66.3
1257,CL0100,Webpage,Novelas,1,1,2023,6,0,64
1258,CL0100,Webpage,Academicos,2,2,2023,5,1,80.8
1259,CL0033,Santiago,Academicos,38,38,2023,7,5,54.8
1260,CL0100,Webpage,Novelas,1,1,2023,9,1,85.7
1261,CL0100,Webpage,CienciaFiccion,5,5,2023,6,4,68.8
1262,CL0100,Webpage,Novelas,1,1,2023,3,0,58.3
1263,CL0100,Webpage,CienciaFiccion,3,3,2024,1,3,91
1264,CL0100,Webpage,Novelas,1,1,2023,6,5,76.6
1265,CL0100,Webpage,Academicos,2,2,2023,12,3,72.9
1266,CL0091,Regiones,CienciaFiccion,38,38,2023,2,1,64.8
1267,CL0088,Regiones,Novelas,34,34,2023,5,7,75
1268,CL0100,Webpage,Academicos,1,1,2023,12,3,80.7
1269,CL0033,Santiago,Novelas,27,27,2024,1,10,62.4
1270,CL0035,Santiago,Novelas,20,20,2023,2,6,79.5
1271,CL0100,Webpage,CienciaFiccion,3,3,2023,12,6,66
1272,CL0100,Webpage,CienciaFiccion,5,5,2023,12,3,75.1
1273,CL0100,Webpage,CienciaFiccion,3,3,2023,5,1,66.7
1274,CL0100,Webpage,Novelas,1,1,2023,5,2,57.3
1275,CL0100,Webpage,Novelas,1,1,2023,12,7,65.2
1276,CL0100,Webpage,Novelas,1,1,2023,12,5,66.6
1277,CL0060,Santiago,Novelas,4,4,2024,3,5,63.3
1278,CL0100,Webpage,Novelas,1,1,2023,11,4,86
1279,CL0100,Webpage,Academicos,3,2,2023,1,2,73.4
1280,CL0092,Regiones,Novelas,51,51,2024,2,7,68.5
1281,CL0100,Webpage,Novelas,1,1,2023,4,1,84.7
1282,CL0100,Webpage,CienciaFiccion,3,3,2023,6,7,68.9
1283,CL0004,Regiones,Novelas,31,31,2023,6,6,71
1284,CL0100,Webpage,CienciaFiccion,1,1,2023,12,4,63.3
1285,CL0033,Santiago,CienciaFiccion,48,48,2023,2,6,58.6
1286,CL0091,Regiones,Academicos,97,97,2023,8,5,47.9
1287,CL0093,Regiones,CienciaFiccion,38,38,2023,4,7,59.6
1288,CL0100,Webpage,Academicos,1,1,2023,6,4,69
1289,CL0100,Webpage,Novelas,1,1,2023,5,1,71.1
1290,CL0100,Webpage,Novelas,1,1,2023,12,6,70.8
1291,CL0100,Webpage,Novelas,1,1,2023,12,2,64.6
1292,CL0100,Webpage,CienciaFiccion,4,4,2023,5,3,84.8
1293,CL0009,Regiones,Novelas,72,68,2024,3,11,54.4
1294,CL0017,Santiago,Academicos,57,57,2023,8,7,68.9
1295,CL0100,Webpage,Academicos,1,1,2023,10,3,70.3
1296,CL0100,Webpage,Novelas,1,1,2023,10,2,78.2
1297,CL0100,Webpage,CienciaFiccion,3,3,2023,6,7,55.9
1298,CL0010,Regiones,Academicos,9,9,2024,1,1,59.1
1299,CL0100,Webpage,Academicos,2,2,2023,11,0,69.2
1300,CL0100,Webpage,Academicos,1,1,2023,6,5,66.2
1301,CL0100,Webpage,Academicos,1,1,2023,5,1,63.6
1302,CL0100,Webpage,Novelas,1,1,2024,2,2,86.4
1303,CL0004,Regiones,Novelas,69,69,2023,4,7,60
1304,CL0100,Webpage,Novelas,4,4,2023,11,6,46.9
1305,CL0005,Regiones,CienciaFiccion,44,44,2023,8,2,66.1
1306,CL0033,Santiago,Novelas,36,36,2023,5,5,49
1307,CL0088,Regiones,Academicos,79,76,2023,8,6,50.9
1308,CL0099,Regiones,Academicos,56,56,2023,4,1,60.7
1309,CL0065,Regiones,Novelas,91,91,2023,10,4,55
1310,CL0093,Regiones,CienciaFiccion,43,43,2023,5,2,58.1
1311,CL0100,Webpage,Academicos,1,1,2023,4,1,93.8
1312,CL0009,Regiones,CienciaFiccion,36,36,2023,4,3,66.9
1313,CL0100,Webpage,CienciaFiccion,3,3,2023,11,1,66.5
1314,CL0060,Santiago,Novelas,27,27,2023,7,5,49.3
1315,CL0070,Regiones,CienciaFiccion,13,13,2023,10,1,74.7
1316,CL0070,Regiones,Academicos,6,6,2023,2,4,62.5
1317,CL0100,Webpage,Novelas,1,1,2023,5,2,79.2
1318,CL0100,Webpage,Novelas,1,1,2023,9,1,66.1
1319,CL0100,Webpage,Academicos,1,1,2023,7,2,54.2
1320,CL0100,Webpage,Academicos,1,1,2023,1,0,74.6
1321,CL0100,Webpage,Novelas,1,1,2023,10,3,62.2
1322,CL0100,Webpage,Novelas,1,1,2023,6,0,71.5
1323,CL0008,Regiones,Academicos,34,34,2024,2,6,64.6
1324,CL0033,Santiago,Academicos,76,76,2023,7,2,59.1
1325,CL0004,Regiones,Novelas,12,12,2023,12,8,56
1326,CL0001,Regiones,Novelas,32,32,2023,11,3,56
1327,CL0004,Regiones,Novelas,78,78,2023,5,6,52.8
1328,CL0099,Regiones,Novelas,16,16,2023,8,3,57.3
1329,CL0033,Santiago,Novelas,23,23,2023,8,5,63
1330,CL0095,Regiones,CienciaFiccion,48,48,2023,6,6,55.4
1331,CL0100,Webpage,Novelas,1,1,2023,4,3,82.6
1332,CL0009,Regiones,Academicos,64,64,2023,11,4,51.8
1333,CL0100,Webpage,CienciaFiccion,6,6,2023,12,7,52.8
1334,CL0017,Santiago,Novelas,84,84,2023,7,2,58.5
1335,CL0100,Webpage,CienciaFiccion,3,3,2023,4,1,58
1336,CL0127,Santiago,Novelas,1,1,2023,9,0,57.1
1337,CL0031,Regiones,Novelas,15,15,2023,10,6,75.2
1338,CL0100,Webpage,Academicos,1,1,2023,12,6,70.5
1339,CL0093,Regiones,Novelas,46,46,2024,1,7,63.6
1340,CL0100,Webpage,Academicos,1,1,2023,6,5,76.2
1341,CL0099,Regiones,Novelas,54,54,2023,4,7,64.3
1342,CL0100,Webpage,CienciaFiccion,3,3,2023,12,6,69.1
1343,CL0100,Webpage,Novelas,1,1,2023,3,0,71.4
1344,CL0017,Santiago,Novelas,34,34,2023,12,4,58.4
1345,CL0009,Regiones,Novelas,64,64,2023,6,3,48.1
1346,CL0100,Webpage,Novelas,1,1,2023,12,7,65.8
1347,CL0100,Webpage,CienciaFiccion,2,2,2024,2,1,62.2
1348,CL0100,Webpage,CienciaFiccion,2,2,2023,10,4,62.7
1349,CL0017,Santiago,Novelas,9,9,2023,7,4,71.6
1350,CL0009,Regiones,Academicos,79,79,2023,5,6,60.7
1351,CL0100,Webpage,Novelas,2,2,2024,3,1,80.2
1352,CL0100,Webpage,CienciaFiccion,1,1,2023,2,3,89.9
1353,CL0091,Regiones,Novelas,59,59,2023,3,2,54.8
1354,CL0100,Webpage,Novelas,1,1,2023,6,7,74.6
1355,CL0100,Webpage,CienciaFiccion,3,3,2023,6,4,69.9
1356,CL0092,Regiones,Academicos,97,87,2024,2,5,56.9
1357,CL0093,Regiones,Novelas,60,60,2023,9,3,67.6
1358,CL0100,Webpage,Novelas,1,1,2023,12,5,86
1359,CL0089,Santiago,Academicos,67,66,2023,12,6,63.8
1360,CL0077,Regiones,Novelas,42,42,2023,12,6,67.5
1361,CL0008,Regiones,CienciaFiccion,65,65,2023,11,6,66.2
1362,CL0100,Webpage,CienciaFiccion,2,2,2023,3,1,69.6
1363,CL0091,Regiones,Academicos,23,23,2023,10,4,55
1364,CL0100,Webpage,Novelas,1,1,2023,1,0,77.7
1365,CL0035,Santiago,Novelas,7,7,2023,2,6,77.1
1366,CL0127,Santiago,CienciaFiccion,3,3,2023,4,1,85.9
1367,CL0100,Webpage,Novelas,1,1,2024,3,0,80.5
