ID_venta,Fecha,ID_tienda,ID_producto,Unidades,Nombre_prod,Categoria_prod,Costo_prod,Precio_prod,Nombre_tienda,Ciudad_tienda,Ubicacion_tienda,Apertura_tienda
230405,2017-07-29T00:00:00Z,1,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00Z
223598,2017-07-23T00:00:00Z,33,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17T00:00:00Z
417660,2017-12-30T00:00:00Z,10,19,3,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14T00:00:00Z
741993,2018-07-29T00:00:00Z,41,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00Z
453609,2018-01-25T00:00:00Z,15,19,3,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05T00:00:00Z
683129,2018-06-21T00:00:00Z,17,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09T00:00:00Z
161388,2017-05-31T00:00:00Z,18,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Merida 1,Merida,Downtown,2008-08-22T00:00:00Z
517546,2018-03-10T00:00:00Z,18,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Merida 1,Merida,Downtown,2008-08-22T00:00:00Z
335069,2017-11-02T00:00:00Z,33,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17T00:00:00Z
16411,2017-01-18T00:00:00Z,4,1,2,Action Figure,Toys,9.99,15.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00Z
448768,2018-01-21T00:00:00Z,8,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00Z
397923,2017-12-18T00:00:00Z,42,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27T00:00:00Z
687893,2018-06-24T00:00:00Z,33,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17T00:00:00Z
809539,2018-09-17T00:00:00Z,46,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Guadalajara 4,Guadalajara,Downtown,2015-10-31T00:00:00Z
489511,2018-02-18T00:00:00Z,20,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29T00:00:00Z
375094,2017-12-02T00:00:00Z,4,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00Z
392760,2017-12-15T00:00:00Z,3,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27T00:00:00Z
682373,2018-06-21T00:00:00Z,23,19,3,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Chihuahua 1,Chihuahua,Commercial,2010-06-12T00:00:00Z
317995,2017-10-19T00:00:00Z,7,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00Z
635261,2018-05-22T00:00:00Z,49,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Culiacan 1,Culiacan,Downtown,2016-05-10T00:00:00Z
451258,2018-01-23T00:00:00Z,21,19,2,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Santiago 1,Santiago,Downtown,2009-11-23T00:00:00Z
353794,2017-11-17T00:00:00Z,42,7,2,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27T00:00:00Z
192990,2017-06-26T00:00:00Z,20,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29T00:00:00Z
198801,2017-07-01T00:00:00Z,44,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00Z
535106,2018-03-22T00:00:00Z,41,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00Z
819298,2018-09-24T00:00:00Z,32,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Hermosillo 1,Hermosillo,Residential,2012-08-31T00:00:00Z
345286,2017-11-10T00:00:00Z,37,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00Z
264249,2017-09-01T00:00:00Z,49,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Culiacan 1,Culiacan,Downtown,2016-05-10T00:00:00Z
826619,2018-09-29T00:00:00Z,42,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27T00:00:00Z
633701,2018-05-20T00:00:00Z,48,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00Z
716461,2018-07-12T00:00:00Z,4,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00Z
706308,2018-07-06T00:00:00Z,9,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00Z
62966,2017-03-05T00:00:00Z,39,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Xalapa 2,Xalapa,Downtown,2014-04-21T00:00:00Z
598249,2018-04-30T00:00:00Z,23,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Chihuahua 1,Chihuahua,Commercial,2010-06-12T00:00:00Z
758310,2018-08-09T00:00:00Z,2,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27T00:00:00Z
414523,2017-12-28T00:00:00Z,7,19,3,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00Z
804932,2018-09-14T00:00:00Z,15,19,3,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05T00:00:00Z
272290,2017-09-08T00:00:00Z,15,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05T00:00:00Z
714654,2018-07-11T00:00:00Z,18,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Merida 1,Merida,Downtown,2008-08-22T00:00:00Z
39098,2017-02-10T00:00:00Z,23,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Chihuahua 1,Chihuahua,Commercial,2010-06-12T00:00:00Z
206467,2017-07-08T00:00:00Z,46,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Guadalajara 4,Guadalajara,Downtown,2015-10-31T00:00:00Z
745231,2018-07-30T00:00:00Z,47,19,3,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Monterrey 4,Monterrey,Commercial,2015-11-21T00:00:00Z
315717,2017-10-17T00:00:00Z,15,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05T00:00:00Z
456174,2018-01-27T00:00:00Z,45,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2015-06-21T00:00:00Z
112349,2017-04-20T00:00:00Z,28,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Puebla 2,Puebla,Downtown,2011-04-01T00:00:00Z
256188,2017-08-23T00:00:00Z,41,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00Z
150371,2017-05-21T00:00:00Z,21,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Santiago 1,Santiago,Downtown,2009-11-23T00:00:00Z
475485,2018-02-09T00:00:00Z,8,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00Z
477905,2018-02-10T00:00:00Z,22,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Guanajuato 2,Guanajuato,Commercial,2010-03-29T00:00:00Z
97434,2017-04-08T00:00:00Z,28,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Puebla 2,Puebla,Downtown,2011-04-01T00:00:00Z
471839,2018-02-05T00:00:00Z,45,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2015-06-21T00:00:00Z
182685,2017-06-18T00:00:00Z,44,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00Z
170461,2017-06-08T00:00:00Z,47,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Monterrey 4,Monterrey,Commercial,2015-11-21T00:00:00Z
118652,2017-04-26T00:00:00Z,10,1,3,Action Figure,Toys,9.99,15.99,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14T00:00:00Z
578187,2018-04-16T00:00:00Z,30,19,2,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Guadalajara 3,Guadalajara,Airport,2011-10-20T00:00:00Z
827977,2018-09-30T00:00:00Z,24,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,2010-07-31T00:00:00Z
77410,2017-03-19T00:00:00Z,30,1,3,Action Figure,Toys,9.99,15.99,Maven Toys Guadalajara 3,Guadalajara,Airport,2011-10-20T00:00:00Z
333956,2017-11-01T00:00:00Z,47,1,3,Action Figure,Toys,9.99,15.99,Maven Toys Monterrey 4,Monterrey,Commercial,2015-11-21T00:00:00Z
182939,2017-06-18T00:00:00Z,35,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Chilpancingo 1,Chilpancingo,Downtown,2013-06-11T00:00:00Z
687350,2018-06-24T00:00:00Z,2,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27T00:00:00Z
650919,2018-06-01T00:00:00Z,14,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31T00:00:00Z
535986,2018-03-22T00:00:00Z,47,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Monterrey 4,Monterrey,Commercial,2015-11-21T00:00:00Z
347215,2017-11-11T00:00:00Z,45,7,2,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2015-06-21T00:00:00Z
500945,2018-02-26T00:00:00Z,3,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27T00:00:00Z
787548,2018-09-01T00:00:00Z,38,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18T00:00:00Z
624886,2018-05-15T00:00:00Z,45,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2015-06-21T00:00:00Z
467593,2018-02-03T00:00:00Z,26,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Campeche 2,Campeche,Commercial,2010-09-15T00:00:00Z
513357,2018-03-07T00:00:00Z,40,19,3,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Toluca 2,Toluca,Commercial,2014-05-27T00:00:00Z
349581,2017-11-13T00:00:00Z,10,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14T00:00:00Z
498797,2018-02-25T00:00:00Z,20,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29T00:00:00Z
485785,2018-02-16T00:00:00Z,29,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Xalapa 1,Xalapa,Commercial,2011-06-21T00:00:00Z
339024,2017-11-04T00:00:00Z,16,1,1,Action Figure,Toys,9.99,15.99,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19T00:00:00Z
627285,2018-05-17T00:00:00Z,14,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Guanajuato 1,Guanajuato,Downtown,2007-01-31T00:00:00Z
60495,2017-03-03T00:00:00Z,29,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Xalapa 1,Xalapa,Commercial,2011-06-21T00:00:00Z
643195,2018-05-27T00:00:00Z,1,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00Z
522907,2018-03-14T00:00:00Z,15,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05T00:00:00Z
703186,2018-07-03T00:00:00Z,34,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00Z
517932,2018-03-10T00:00:00Z,8,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00Z
782113,2018-08-27T00:00:00Z,30,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Guadalajara 3,Guadalajara,Airport,2011-10-20T00:00:00Z
461786,2018-01-30T00:00:00Z,4,19,2,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00Z
97498,2017-04-08T00:00:00Z,38,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18T00:00:00Z
491345,2018-02-19T00:00:00Z,6,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00Z
805178,2018-09-14T00:00:00Z,2,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27T00:00:00Z
287857,2017-09-23T00:00:00Z,11,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Cuernavaca 1,Cuernavaca,Downtown,2005-04-19T00:00:00Z
628753,2018-05-18T00:00:00Z,10,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14T00:00:00Z
461113,2018-01-30T00:00:00Z,15,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05T00:00:00Z
653423,2018-06-02T00:00:00Z,45,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2015-06-21T00:00:00Z
429508,2018-01-06T00:00:00Z,40,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Toluca 2,Toluca,Commercial,2014-05-27T00:00:00Z
804887,2018-09-14T00:00:00Z,17,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09T00:00:00Z
640469,2018-05-25T00:00:00Z,28,19,3,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Puebla 2,Puebla,Downtown,2011-04-01T00:00:00Z
445827,2018-01-19T00:00:00Z,2,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27T00:00:00Z
606055,2018-05-04T00:00:00Z,20,19,3,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29T00:00:00Z
538301,2018-03-24T00:00:00Z,41,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00Z
64743,2017-03-07T00:00:00Z,50,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Guanajuato 3,Guanajuato,Residential,2016-05-18T00:00:00Z
174254,2017-06-10T00:00:00Z,44,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00Z
183083,2017-06-18T00:00:00Z,35,1,2,Action Figure,Toys,9.99,15.99,Maven Toys Chilpancingo 1,Chilpancingo,Downtown,2013-06-11T00:00:00Z
652916,2018-06-02T00:00:00Z,37,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00Z
559593,2018-04-04T00:00:00Z,48,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00Z
784680,2018-08-29T00:00:00Z,36,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Morelia 1,Morelia,Downtown,2013-07-01T00:00:00Z
521400,2018-03-13T00:00:00Z,10,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14T00:00:00Z
231396,2017-07-30T00:00:00Z,17,7,4,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09T00:00:00Z
75645,2017-03-18T00:00:00Z,20,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Zacatecas 1,Zacatecas,Downtown,2009-05-29T00:00:00Z
803429,2018-09-13T00:00:00Z,3,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27T00:00:00Z
224748,2017-07-24T00:00:00Z,37,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00Z
643904,2018-05-27T00:00:00Z,23,7,3,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Chihuahua 1,Chihuahua,Commercial,2010-06-12T00:00:00Z
115978,2017-04-23T00:00:00Z,36,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Morelia 1,Morelia,Downtown,2013-07-01T00:00:00Z
189870,2017-06-24T00:00:00Z,28,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Puebla 2,Puebla,Downtown,2011-04-01T00:00:00Z
699654,2018-07-01T00:00:00Z,2,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27T00:00:00Z
145859,2017-05-18T00:00:00Z,41,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00Z
390400,2017-12-13T00:00:00Z,15,1,3,Action Figure,Toys,9.99,15.99,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2007-03-05T00:00:00Z
149084,2017-05-20T00:00:00Z,2,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Monterrey 1,Monterrey,Residential,1995-04-27T00:00:00Z
501141,2018-02-26T00:00:00Z,38,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18T00:00:00Z
625719,2018-05-16T00:00:00Z,42,19,5,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27T00:00:00Z
158124,2017-05-28T00:00:00Z,32,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Hermosillo 1,Hermosillo,Residential,2012-08-31T00:00:00Z
285980,2017-09-21T00:00:00Z,7,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00Z
700076,2018-07-01T00:00:00Z,16,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19T00:00:00Z
50634,2017-02-21T00:00:00Z,39,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Xalapa 2,Xalapa,Downtown,2014-04-21T00:00:00Z
365760,2017-11-25T00:00:00Z,24,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,2010-07-31T00:00:00Z
45742,2017-02-16T00:00:00Z,43,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Durango 1,Durango,Downtown,2014-06-30T00:00:00Z
54309,2017-02-25T00:00:00Z,24,1,3,Action Figure,Toys,9.99,15.99,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,2010-07-31T00:00:00Z
109579,2017-04-17T00:00:00Z,17,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09T00:00:00Z
445155,2018-01-18T00:00:00Z,28,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Puebla 2,Puebla,Downtown,2011-04-01T00:00:00Z
432166,2018-01-08T00:00:00Z,44,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00Z
176461,2017-06-12T00:00:00Z,49,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Culiacan 1,Culiacan,Downtown,2016-05-10T00:00:00Z
408554,2017-12-24T00:00:00Z,21,19,3,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Santiago 1,Santiago,Downtown,2009-11-23T00:00:00Z
491667,2018-02-19T00:00:00Z,33,1,3,Action Figure,Toys,9.99,15.99,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17T00:00:00Z
811760,2018-09-19T00:00:00Z,28,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Puebla 2,Puebla,Downtown,2011-04-01T00:00:00Z
237077,2017-08-04T00:00:00Z,27,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Oaxaca 1,Oaxaca,Downtown,2010-10-02T00:00:00Z
451746,2018-01-23T00:00:00Z,34,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00Z
308514,2017-10-11T00:00:00Z,4,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00Z
272907,2017-09-09T00:00:00Z,45,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2015-06-21T00:00:00Z
89551,2017-03-31T00:00:00Z,39,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Xalapa 2,Xalapa,Downtown,2014-04-21T00:00:00Z
372182,2017-11-30T00:00:00Z,22,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Guanajuato 2,Guanajuato,Commercial,2010-03-29T00:00:00Z
558033,2018-04-03T00:00:00Z,34,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00Z
84960,2017-03-26T00:00:00Z,50,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Guanajuato 3,Guanajuato,Residential,2016-05-18T00:00:00Z
483215,2018-02-14T00:00:00Z,27,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Oaxaca 1,Oaxaca,Downtown,2010-10-02T00:00:00Z
760104,2018-08-10T00:00:00Z,5,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00Z
572778,2018-04-13T00:00:00Z,24,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,2010-07-31T00:00:00Z
374638,2017-12-02T00:00:00Z,7,1,3,Action Figure,Toys,9.99,15.99,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00Z
258622,2017-08-26T00:00:00Z,1,7,3,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00Z
757035,2018-08-08T00:00:00Z,30,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Guadalajara 3,Guadalajara,Airport,2011-10-20T00:00:00Z
783775,2018-08-28T00:00:00Z,16,19,2,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19T00:00:00Z
534696,2018-03-21T00:00:00Z,46,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Guadalajara 4,Guadalajara,Downtown,2015-10-31T00:00:00Z
129327,2017-05-04T00:00:00Z,18,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Merida 1,Merida,Downtown,2008-08-22T00:00:00Z
322187,2017-10-22T00:00:00Z,36,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Morelia 1,Morelia,Downtown,2013-07-01T00:00:00Z
333521,2017-11-01T00:00:00Z,21,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Santiago 1,Santiago,Downtown,2009-11-23T00:00:00Z
80454,2017-03-22T00:00:00Z,44,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00Z
273306,2017-09-09T00:00:00Z,31,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Ciudad de Mexico 2,Cuidad de Mexico,Airport,2012-05-04T00:00:00Z
568842,2018-04-10T00:00:00Z,8,19,3,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00Z
136773,2017-05-10T00:00:00Z,39,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Xalapa 2,Xalapa,Downtown,2014-04-21T00:00:00Z
480253,2018-02-11T00:00:00Z,17,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09T00:00:00Z
338576,2017-11-04T00:00:00Z,38,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18T00:00:00Z
811782,2018-09-19T00:00:00Z,4,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00Z
116814,2017-04-24T00:00:00Z,38,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18T00:00:00Z
682227,2018-06-21T00:00:00Z,37,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00Z
498706,2018-02-25T00:00:00Z,41,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00Z
501690,2018-02-27T00:00:00Z,35,19,1,Magic Sand,Art & Crafts,13.99,15.99,Maven Toys Chilpancingo 1,Chilpancingo,Downtown,2013-06-11T00:00:00Z
188410,2017-06-23T00:00:00Z,41,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00Z
167683,2017-06-04T00:00:00Z,34,1,1,Action Figure,Toys,9.99,15.99,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00Z
213662,2017-07-15T00:00:00Z,17,7,1,Dart Gun,Sports & Outdoors,11.99,15.99,Maven Toys Toluca 1,Toluca,Downtown,2007-12-09T00:00:00Z
