puntos,precio,provincia,region_1,region_2,critico,variedad
91,54,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,Syrah
87,54,California,Napa Valley,Napa,Virginie Boone,Cabernet Sauvignon
93,54,California,Mt. Harlan,Central Coast,Matt Kettmann,Pinot Noir
88,54,California,Livermore Valley,Central Coast,Jim Gordon,Cabernet Sauvignon
86,54,California,Sonoma Coast,Sonoma,Virginie Boone,Rhône-style Red Blend
93,54,California,Templeton Gap District,Central Coast,Matt Kettmann,Rhône-style Red Blend
92,54,California,Paso Robles,Central Coast,Matt Kettmann,Rhône-style Red Blend
91,54,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
92,54,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
90,54,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,Pinot Noir
91,54,California,Paso Robles,Central Coast,Matt Kettmann,Rhône-style Red Blend
93,54,California,Happy Canyon of Santa Barbara,Central Coast,Matt Kettmann,Cabernet Sauvignon
93,54,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Syrah
91,54,Washington,Washington,Washington Other,Paul Gregutt,Cabernet Sauvignon
91,54,California,Templeton Gap District,Central Coast,Matt Kettmann,Red Blend
93,54,California,Sonoma Coast,Sonoma,Virginie Boone,Syrah-Viognier
93,54,California,Paso Robles,Central Coast,Matt Kettmann,Rhône-style Red Blend
86,54,California,Napa Valley,Napa,Virginie Boone,Bordeaux-style Red Blend
93,54,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
92,54,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
91,54,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
93,54,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,Pinot Gris
91,54,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
93,53,California,Napa Valley,Napa,Virginie Boone,Cabernet Sauvignon
91,53,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
90,53,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Syrah
93,53,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Syrah
90,53,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Syrah
88,53,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
93,53,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Syrah
93,53,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Cabernet Sauvignon
92,53,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
88,53,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
90,53,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Cabernet Sauvignon
90,53,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Syrah
88,53,California,Napa Valley,Napa,Virginie Boone,Cabernet Sauvignon
92,53,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Merlot
88,53,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Bordeaux-style Red Blend
89,53,California,South Coast,South Coast,Matt Kettmann,Red Blend
90,53,California,Napa Valley,Napa,Virginie Boone,Chardonnay
88,53,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Syrah
91,53,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Syrah
92,53,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Syrah
87,53,Oregon,Columbia Valley (OR),Oregon Other,Paul Gregutt,Cabernet Sauvignon
92,53,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,Syrah
93,53,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Cabernet Sauvignon
90,53,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
96,53,Washington,Red Mountain,Columbia Valley,Paul Gregutt,Red Blend
95,53,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,Red Blend
87,53,California,Napa Valley,Napa,Virginie Boone,Red Blend
93,53,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
89,53,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Syrah
89,53,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
88,53,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,Bordeaux-style Red Blend
92,52,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,Pinot Noir
94,52,California,Carneros,Napa-Sonoma,Virginie Boone,Chardonnay
93,52,California,Alexander Valley,Sonoma,Virginie Boone,Cabernet Sauvignon
87,52,California,Livermore Valley,Central Coast,Jim Gordon,Cabernet Sauvignon
88,52,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,Pinot Noir
91,52,California,Adelaida District,Central Coast,Matt Kettmann,Mourvèdre
90,52,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Cabernet Sauvignon
86,52,California,Livermore Valley,Central Coast,Jim Gordon,Cabernet Sauvignon
93,52,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Pinot Noir
90,52,California,Paso Robles,Central Coast,Matt Kettmann,Bordeaux-style Red Blend
92,52,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,Pinot Noir
86,52,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Syrah
86,52,California,Napa Valley,Napa,Virginie Boone,Cabernet Sauvignon
92,52,California,Monterey,Central Coast,Matt Kettmann,Pinot Noir
96,52,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Pinot Noir
91,52,California,Monterey,Central Coast,Matt Kettmann,Chardonnay
90,52,California,Sonoma Valley,Sonoma,Virginie Boone,Cabernet Sauvignon
94,52,California,Monterey,Central Coast,Matt Kettmann,Pinot Noir
94,52,California,Napa Valley,Napa,Virginie Boone,Zinfandel
91,52,California,Russian River Valley,Sonoma,Virginie Boone,Syrah-Grenache
91,52,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
90,52,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
91,52,California,Paso Robles,Central Coast,Matt Kettmann,Bordeaux-style Red Blend
90,52,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
93,52,California,Amador County,Sierra Foothills,Jim Gordon,Petite Sirah
89,52,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
89,52,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
91,52,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
89,52,California,Paso Robles,Central Coast,Matt Kettmann,Bordeaux-style Red Blend
90,52,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
91,52,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
91,52,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
88,52,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,Merlot
93,52,California,Paso Robles,Central Coast,Matt Kettmann,Bordeaux-style Red Blend
92,52,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,Pinot Noir
93,52,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
92,52,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
93,52,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
92,52,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,Pinot Noir
92,52,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
91,52,California,Paso Robles,Central Coast,Matt Kettmann,Bordeaux-style Red Blend
89,52,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,Cabernet Franc
92,52,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Chardonnay
88,52,California,Calistoga,Napa,Virginie Boone,Cabernet Sauvignon
90,52,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
92,52,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
92,52,California,Temecula Valley,South Coast,Matt Kettmann,Syrah
88,52,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
90,52,California,Paso Robles,Central Coast,Matt Kettmann,Cabernet Sauvignon-Merlot
87,52,California,North Coast,North Coast,Jim Gordon,Bordeaux-style Red Blend
91,52,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Chardonnay
91,52,California,Monterey-Santa Cruz,Central Coast,Matt Kettmann,Syrah-Cabernet Sauvignon
91,52,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Bordeaux-style Red Blend
90,52,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
91,52,California,Temecula Valley,South Coast,Matt Kettmann,Syrah
94,52,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Cabernet Sauvignon
93,52,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
88,52,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
90,52,California,Los Carneros,Napa-Sonoma,Virginie Boone,Chardonnay
91,52,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
88,52,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
91,52,California,Sonoma Valley,Sonoma,Virginie Boone,Merlot
91,52,California,Sonoma County,Sonoma,Virginie Boone,Chardonnay
94,52,California,Adelaida District,Central Coast,Matt Kettmann,Mourvèdre
93,52,Washington,Red Mountain,Columbia Valley,Paul Gregutt,Merlot
88,52,California,Paso Robles,Central Coast,Matt Kettmann,Red Blend
92,52,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
91,52,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
87,52,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,Cabernet Franc
91,52,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
86,52,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Chardonnay
88,52,California,Dry Creek Valley,Sonoma,Virginie Boone,Zinfandel
92,52,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Syrah-Petite Sirah
92,52,California,Mt. Harlan,Central Coast,Matt Kettmann,Pinot Noir
91,52,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
93,52,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,Chardonnay
91,52,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
92,52,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Pinot Noir
92,52,Washington,Red Mountain,Columbia Valley,Paul Gregutt,Cabernet Sauvignon
87,52,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
85,52,California,Dry Creek Valley,Sonoma,Virginie Boone,Zinfandel
92,52,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
93,52,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,Pinot Noir
91,52,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
92,52,California,South Coast,South Coast,Matt Kettmann,Cabernet Sauvignon
95,52,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Pinot Noir
90,52,California,Livermore Valley,Central Coast,Virginie Boone,Cabernet Sauvignon
91,52,California,Atlas Peak,Napa,Virginie Boone,Cabernet Sauvignon
92,52,California,Coombsville,Napa,Virginie Boone,Zinfandel
92,52,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,Pinot Noir
87,52,California,South Coast,South Coast,Matt Kettmann,Syrah
92,52,California,Paso Robles,Central Coast,Matt Kettmann,Petite Sirah
94,52,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,Pinot Noir
88,52,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,Pinot Noir
88,52,California,Livermore Valley,Central Coast,Virginie Boone,Cabernet Sauvignon
89,52,California,Paso Robles,Central Coast,Matt Kettmann,Red Blend
93,52,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
91,52,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
89,52,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
93,52,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
94,52,Washington,Red Mountain,Columbia Valley,Paul Gregutt,Cabernet Sauvignon
93,52,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Pinot Noir
92,52,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,Pinot Noir
94,52,California,Sonoma Coast,Sonoma,Virginie Boone,Chardonnay
94,52,California,Fort Ross-Seaview,Sonoma,Virginie Boone,Pinot Noir
94,52,California,Monterey,Central Coast,Matt Kettmann,Pinot Noir
91,52,California,Sonoma Valley,Sonoma,Virginie Boone,Merlot
91,52,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
91,52,California,Sonoma County,Sonoma,Virginie Boone,Merlot
88,52,California,Napa Valley,Napa,Virginie Boone,Cabernet Sauvignon
91,52,California,Templeton Gap District,Central Coast,Matt Kettmann,Sangiovese Cabernet
90,52,California,Fort Ross-Seaview,Sonoma,Virginie Boone,Pinot Noir
87,52,California,Paso Robles,Central Coast,Matt Kettmann,Red Blend
89,52,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
91,52,Oregon,Columbia Gorge (OR),Oregon Other,Paul Gregutt,Pinot Noir
88,52,California,Temecula Valley,South Coast,Matt Kettmann,Cabernet Sauvignon
90,52,California,Sonoma County,Sonoma,Virginie Boone,Bordeaux-style Red Blend
89,52,California,Paso Robles,Central Coast,Matt Kettmann,Petite Sirah
95,52,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,Pinot Noir
94,52,California,Edna Valley,Central Coast,Matt Kettmann,Pinot Noir
90,52,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
90,52,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,Merlot
91,52,California,Santa Maria Valley,Central Coast,Matt Kettmann,Pinot Noir
87,52,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
93,52,California,Adelaida District,Central Coast,Matt Kettmann,Mourvèdre
89,52,California,Monterey,Central Coast,Matt Kettmann,Pinot Noir
89,52,California,Monterey,Central Coast,Matt Kettmann,Pinot Noir
92,52,California,Santa Maria Valley,Central Coast,Matt Kettmann,Pinot Noir
87,52,California,Temecula Valley,South Coast,Matt Kettmann,Cabernet Sauvignon
94,52,Washington,Red Mountain,Columbia Valley,Paul Gregutt,Rhône-style Red Blend
89,52,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
92,52,California,Ballard Canyon,Central Coast,Matt Kettmann,Syrah
88,52,California,St. Helena,Napa,Virginie Boone,Zinfandel
91,52,California,Adelaida District,Central Coast,Matt Kettmann,Mourvèdre
89,52,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,Cabernet Sauvignon
90,52,California,Temecula Valley,South Coast,Matt Kettmann,Bordeaux-style Red Blend
93,52,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Syrah
95,52,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
91,52,California,Atlas Peak,Napa,Virginie Boone,Cabernet Sauvignon
94,52,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Cabernet Sauvignon
92,52,California,Livermore Valley,Central Coast,Jim Gordon,Cabernet Sauvignon
89,52,California,Paso Robles,Central Coast,Matt Kettmann,Red Blend
84,52,California,Napa Valley,Napa,Virginie Boone,Bordeaux-style Red Blend
94,52,California,Carneros,Napa-Sonoma,Virginie Boone,Chardonnay
90,52,California,Napa Valley,Napa,Virginie Boone,Red Blend
93,52,California,Edna Valley,Central Coast,Matt Kettmann,Pinot Noir
87,52,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
92,52,California,Napa Valley,Napa,Virginie Boone,Fumé Blanc
90,52,California,Temecula,South Coast,Matt Kettmann,Zinfandel
89,52,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
88,52,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
88,52,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,Merlot
89,52,California,Livermore Valley,Central Coast,Virginie Boone,Cabernet Sauvignon
87,52,California,North Coast,North Coast,Jim Gordon,Bordeaux-style Red Blend
92,52,California,Happy Canyon of Santa Barbara,Central Coast,Matt Kettmann,Cabernet Sauvignon
95,52,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
90,52,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
92,52,California,Adelaida District,Central Coast,Matt Kettmann,Mourvèdre
92,52,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
91,52,California,Templeton Gap District,Central Coast,Matt Kettmann,Sangiovese Cabernet
91,52,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,Pinot Noir
93,52,California,Mt. Harlan,Central Coast,Matt Kettmann,Pinot Noir
88,52,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,Pinot Noir
90,52,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,Chardonnay
94,52,California,Adelaida District,Central Coast,Matt Kettmann,Mourvèdre
92,52,California,Edna Valley,Central Coast,Matt Kettmann,Pinot Noir
94,52,California,Green Valley,Sonoma,Virginie Boone,Sparkling Blend
93,52,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Pinot Noir
93,52,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,Pinot Noir
92,52,California,Sonoma County,Sonoma,Virginie Boone,Zinfandel
91,52,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
88,52,California,Happy Canyon of Santa Barbara,Central Coast,Matt Kettmann,Cabernet Sauvignon
91,52,California,Monterey,Central Coast,Matt Kettmann,Chardonnay
86,52,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,Pinot Noir
93,52,California,Amador County,Sierra Foothills,Jim Gordon,Petite Sirah
93,52,Washington,Red Mountain,Columbia Valley,Paul Gregutt,Bordeaux-style Red Blend
89,52,California,Paso Robles,Central Coast,Matt Kettmann,Rhône-style Red Blend
87,52,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
93,52,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Pinot Noir
88,52,California,Napa Valley,Napa,Virginie Boone,Cabernet Sauvignon
95,52,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Bordeaux-style Red Blend
91,52,California,San Diego County,South Coast,Matt Kettmann,Cabernet Sauvignon
93,52,California,Carneros,Napa-Sonoma,Virginie Boone,Chardonnay
88,52,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,Pinot Noir
93,52,California,Paso Robles,Central Coast,Matt Kettmann,Bordeaux-style Red Blend
91,52,California,Paso Robles,Central Coast,Matt Kettmann,Bordeaux-style Red Blend
88,51,California,Russian River Valley,Sonoma,Virginie Boone,Chardonnay
93,51,California,Russian River Valley,Sonoma,Virginie Boone,Chardonnay
91,51,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Carmenère
92,51,California,Napa Valley,Napa,Virginie Boone,Cabernet Blend
91,51,California,Russian River Valley,Sonoma,Virginie Boone,Chardonnay
86,50,Oregon,McMinnville,Willamette Valley,Paul Gregutt,Pinot Noir
92,50,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,Pinot Noir
91,50,Oregon,Oregon,Oregon Other,Paul Gregutt,Sparkling Blend
91,50,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
91,50,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
93,50,California,Sonoma Coast,Sonoma,Virginie Boone,Chardonnay
93,50,California,Sonoma Coast,Sonoma,Jim Gordon,Pinot Noir
89,50,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,Syrah
92,50,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
91,50,California,Livermore Valley,Central Coast,Jim Gordon,Malbec
90,50,California,Sonoma Valley,Sonoma,Virginie Boone,Syrah
94,50,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,Pinot Noir
88,50,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
93,50,Washington,Red Mountain,Columbia Valley,Paul Gregutt,Bordeaux-style Red Blend
92,50,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,Red Blend
98,50,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Bordeaux-style Red Blend
93,50,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
88,50,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,Pinot Noir
85,50,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,Pinot Noir
90,50,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
89,50,Washington,Snipes Mountain,Columbia Valley,Sean P. Sullivan,Touriga Nacional
89,50,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,Merlot
91,50,California,North Coast,North Coast,Jim Gordon,Chardonnay
92,50,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Bordeaux-style Red Blend
88,50,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,Pinot Noir
90,50,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
84,50,California,Temecula Valley,South Coast,Matt Kettmann,Cabernet Sauvignon
92,50,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,Syrah
88,50,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,Pinot Noir
91,50,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,Pinot Noir
90,50,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,Chardonnay
92,50,California,Paso Robles Willow Creek District,Central Coast,Matt Kettmann,Rhône-style Red Blend
87,50,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,Malbec
88,50,Washington,Rattlesnake Hills,Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
85,50,California,Calistoga,Napa,Virginie Boone,Cabernet Sauvignon
97,50,California,Russian River Valley,Sonoma,Virginie Boone,Zinfandel
95,50,California,Santa Barbara County,Central Coast,Matt Kettmann,Pinot Noir
91,50,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
89,50,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,Chardonnay
87,50,California,Sonoma Valley,Sonoma,Virginie Boone,Zinfandel
87,50,California,Temecula,South Coast,Matt Kettmann,Red Blend
92,50,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,Pinot Noir
92,50,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,Pinot Noir
91,50,California,Sonoma Coast,Sonoma,Virginie Boone,Pinot Noir
92,50,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,Syrah
92,50,California,Sonoma Coast,Sonoma,Jim Gordon,Pinot Noir
90,50,California,California,California Other,Jim Gordon,Red Blend
88,50,Oregon,Willamette Valley,Willamette Valley,Joe Czerwinski,Pinot Noir
87,50,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
92,50,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
93,50,California,Ben Lomond Mountain,Central Coast,Matt Kettmann,Chardonnay
91,50,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Grenache
93,50,California,Central Coast,Central Coast,Matt Kettmann,Syrah
93,50,Washington,Red Mountain,Columbia Valley,Paul Gregutt,Cabernet Sauvignon
93,50,California,Fort Ross-Seaview,Sonoma,Virginie Boone,Syrah
93,50,California,Napa Valley,Napa,Virginie Boone,Zinfandel
93,50,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,Pinot Noir
93,50,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Pinot Noir
87,50,California,Sonoma County,Sonoma,Virginie Boone,Chardonnay
92,50,California,Russian River Valley,Sonoma,Jim Gordon,Pinot Noir
91,50,California,Green Valley,Sonoma,Virginie Boone,Pinot Noir
94,50,California,Napa Valley,Napa,Virginie Boone,Zinfandel
93,50,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Syrah
92,50,California,Sonoma-Napa,Napa-Sonoma,Virginie Boone,Sparkling Blend
88,50,California,Paso Robles,Central Coast,Matt Kettmann,Syrah
93,50,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Syrah
95,50,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Pinot Noir
95,50,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Pinot Noir
95,50,California,Paso Robles,Central Coast,Matt Kettmann,Cabernet Sauvignon
93,50,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
93,50,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Cabernet Franc
89,50,California,Central Coast,Central Coast,Matt Kettmann,Cabernet Sauvignon
92,50,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,Cabernet Sauvignon
92,50,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Pinot Noir
93,50,California,Napa Valley,Napa,Virginie Boone,Cabernet Sauvignon
91,50,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
92,50,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,Pinot Noir
93,50,California,Russian River Valley,Sonoma,Virginie Boone,Chardonnay
90,50,California,Rutherford,Napa,Virginie Boone,Petit Verdot
90,50,Oregon,Walla Walla Valley (OR),Oregon Other,Sean P. Sullivan,Mourvèdre
93,50,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
93,50,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Pinot Noir
95,50,California,Santa Maria Valley,Central Coast,Matt Kettmann,Pinot Noir
88,50,California,Napa Valley,Napa,Virginie Boone,Bordeaux-style Red Blend
88,50,California,Napa Valley,Napa,Virginie Boone,Bordeaux-style Red Blend
91,50,California,Napa Valley,Napa,Virginie Boone,Scheurebe
91,50,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Grenache
91,50,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,Pinot Noir
92,50,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,Pinot Noir
92,50,California,Santa Barbara County,Central Coast,Matt Kettmann,Syrah
93,50,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,Pinot Noir
90,50,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,Pinot Noir
87,50,California,St. Helena,Napa,Virginie Boone,Sagrantino
87,50,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,Pinot Noir
87,50,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Cabernet Sauvignon
91,50,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
91,50,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,Pinot Noir
91,50,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Bordeaux-style Red Blend
90,50,California,Knights Valley,Sonoma,Virginie Boone,Cabernet Sauvignon
92,50,California,Sta. Rita Hills,Central Coast,Matt Kettmann,Pinot Noir
92,50,California,Green Valley,Sonoma,Virginie Boone,Chardonnay
92,50,California,Dry Creek Valley,Sonoma,Virginie Boone,Zinfandel
90,50,California,Adelaida District,Central Coast,Matt Kettmann,Sauvignon Blanc
91,50,California,Sonoma County,Sonoma,Virginie Boone,Rhône-style Red Blend
