ID,name,category,main_category,currency,goal,pledged,state,backers,country,usd_pledged_real,usd_goal_real
2014655184,Shelter In Place: A Live Game of Zombie Horror,Games,Games,USD,2500,5551,successful,139,US,5551,2500
1745779413,Help Launch the A Little Chili Gourmet Food Truck,Food,Food,USD,10000,11748,successful,142,US,11748,10000
1629613537,Forgotten Dreams,Documentary,Film & Video,USD,25000,1110,failed,10,US,1110,25000
204059649,"NCAA Documentary - ""The Business of Amateurs""",Documentary,Film & Video,USD,30000,31318.11,successful,276,US,31318.11,30000
1166694237,Light as a Feather - Documentary,Documentary,Film & Video,USD,10000,785,failed,14,US,785,10000
524580025,Tormented 12,Video Games,Games,USD,2100,662,failed,26,US,662,2100
1190362835,VANITY STUDIOS,Couture,Fashion,USD,10000,50,failed,1,US,50,10000
1379480987,KickStick ™ Brand Electric Skate Stick,Design,Design,USD,2000000,10462,failed,31,US,10462,2000000
24835066,The Great British Chefs Cookbook,Publishing,Publishing,GBP,60000,101580.5,successful,2763,GB,136276.5,80493.69
1242925661,Crypt0nic- A Revolutionary Music Experience (Canceled),Electronic Music,Music,USD,18500,355,canceled,8,US,355,18500
1645845850,Marauder Task Force: VALKYRIES 1:18 Scale Female Figures,Product Design,Design,USD,34000,190238,successful,814,US,190238,34000
78714804,TKO: The Pugilist's Journey,Drama,Film & Video,USD,750000,29,failed,5,US,29,750000
932381012,StarMediaSpace - SMS,Web,Journalism,SEK,10000,5,failed,1,SE,0.61,1214.23
1450465415,twice dead,Film & Video,Film & Video,USD,5000,30,failed,3,US,30,5000
1610309129,Battle for Biternia - The Battle Arena Board Game,Tabletop Games,Games,USD,18000,23582.25,successful,338,US,23582.25,18000
484507853,Knocki: Make Any Surface Smart,Gadgets,Technology,USD,35000,1144399.78,successful,8897,US,1144399.78,35000
1848518129,'MOONLIGHT LESSONS'  by G.J. PRAGER,Film & Video,Film & Video,USD,50000,542,failed,2,US,542,50000
1969829911,"Hand-crafted glass finishes- Contemporary, Art Deco inspired",Design,Design,GBP,2000,2140,successful,20,GB,3588.8,3354.02
1970409990,12 Month Residency,Conceptual Art,Art,USD,4500,2026,failed,25,US,2026,4500
372076285,Pu-erh Cookies,Food,Food,USD,500,1,failed,1,US,1,500
1952720096,I Hope You Hate Me Like I Hate You,Poetry,Publishing,USD,250,605,successful,29,US,605,250
1609226800,PLUME: THE COLLECTED EDITION,Comics,Comics,USD,5000,9876.5,successful,329,US,9876.5,5000
1217610931,"Sons of Caasi ""Battle For Time"" Book Series For Teens",Fiction,Publishing,USD,7000,5,failed,1,US,5,7000
801944400,Jon Whited : Debut Worship Album,Faith,Music,USD,4000,131,failed,9,US,131,4000
280001805,Monster Island Arts and Music Festival Farewell Party,Art,Art,USD,2500,2960.66,successful,67,US,2960.66,2500
1916661961,Buckminster Fuller: Poet of Geometry,Design,Design,USD,15000,28972,successful,442,US,28972,15000
2145762792,iPlates: A Book of Mormon Comic Book,Comics,Comics,USD,3500,6389,successful,162,US,6389,3500
1570517916,Wrath,Video Games,Games,USD,2000,60,failed,3,US,60,2000
283521159,Last Battle Universal,Film & Video,Film & Video,USD,15000,1,failed,1,US,1,15000
1804142264,KickBallers,Narrative Film,Film & Video,USD,60000,452,failed,11,US,452,60000
2066994855,Die Handelszwerge,Tabletop Games,Games,EUR,500,126,failed,5,DE,137.37,545.1
1855429368,"E & J BBQ Sauces, rubs, and more.",Small Batch,Food,USD,10000,1041,failed,18,US,1041,10000
1477288880,Slap On The Face - Australia's Strongest Coffee,Drinks,Food,AUD,3000,1098,failed,15,AU,1026.84,2805.57
1879056697,SHIFTCAM: Add 7 Stunning Features on your iPhone 7 Plus Lens,Product Design,Design,HKD,200000,233577,successful,364,HK,29958.44,25651.88
379902686,Map & Palette: Chronicling The Voyage of Three Young Artists,Art Books,Publishing,USD,25000,3410,canceled,22,US,3410,25000
1395240750,The Obligated Combustor!,Comics,Comics,USD,1500,270,failed,5,US,270,1500
1815604015,Tollo: Gym and Travel Duffle! Start the New Year off Right!,Product Design,Design,USD,5000,6975,successful,46,US,6975,5000
848244604,Light Side Dark Side By Timothy Forde,Video Games,Games,USD,2000,1,failed,1,US,1,2000
18500659,WritersBloxx Storytelling Party Game & Writers Prompt Tool,Tabletop Games,Games,USD,2000,4313,successful,66,US,4313,2000
242382661,My Life's Light (CD): Cincinnati Bach Ensemble & Douglas Pew,Classical Music,Music,USD,14000,6206,failed,64,US,6206,14000
1534755003,Adam Fleming publishes his debut novel White Buffalo Gold,Fiction,Publishing,USD,1000,1280,successful,30,US,1280,1000
999357376,Kodiak Leather - Classic Weekender Duffel,Accessories,Fashion,USD,5000,252311,successful,839,US,252311,5000
250668143,Feature Film :Chinaman Wu Ping: Stranger out of Canton,Action,Film & Video,USD,22250,1420,failed,21,US,1420,22250
1127110213,Aeon Trespass: Nymphs,Tabletop Games,Games,USD,15000,32948,successful,314,US,32948,15000
241999393,"LEGACY, A New Bicycle® Playing Card Set by 4PM DESIGNS",Tabletop Games,Games,USD,15000,13769.1,canceled,346,US,13769.1,15000
1351557382,BluAmp - Bluetooth Amplifier,Hardware,Technology,USD,26400,19479,failed,107,US,19479,26400
668548397,SIBA,Apps,Technology,DKK,10000,5,failed,1,DK,0.75,1499.57
122853129,Delicious TV Dinners? It's Possible with My Served Meals!,Food,Food,USD,10000,4363,failed,45,US,4363,10000
266843533,Scatterproof - Hinged Soldier Bases,Product Design,Design,USD,3000,105,failed,7,US,105,3000
1698310129,Meteor Collectables,Product Design,Design,GBP,7500,51,failed,5,GB,64.56,9494.63
1335368131,NecroVirus Customizable Zombie Game with BoardCraft® Portal,Tabletop Games,Games,USD,100000,28390.25,failed,185,US,28390.25,100000
957873031,The Viking Bunnies,Children's Books,Publishing,USD,10000,45,failed,3,US,45,10000
1143928429,Edible Optics,DIY,Crafts,USD,3000,785,failed,28,US,785,3000
1387202867,Knightly Tales - Nostalgic Mobile Puzzle Adventure Game,Mobile Games,Games,USD,2500,1013,failed,15,US,1013,2500
1368313026,Dream Heist - The Game of Your Dreams,Tabletop Games,Games,USD,30000,60276,successful,792,US,60276,30000
2091252173,Krosmaster Arena Anime Miniatures Board Game,Tabletop Games,Games,USD,50000,366562,successful,1299,US,366562,50000
51078140,Judy Kang's Self Titled Album,Indie Rock,Music,USD,7500,9115,successful,67,US,9115,7500
2068703982,"We're funding a feature film by Michael Madssen, The Human Factor",Film & Video,Film & Video,USD,80000,150,failed,3,US,150,80000
130824130,2017 Optimize Polar Plunge,Technology,Technology,CAD,1250,110,failed,8,CA,88.42,1004.82
171850069,yOung american rOyalty ®,Fashion,Fashion,USD,300000,1,failed,1,US,1,300000
1281558052,The Purpose Hotel: Change the World in Your Sleep,Design,Design,USD,2000000,757352.94,failed,5338,US,757352.94,2000000
355224358,Expedition: The Roleplaying Card Game,Tabletop Games,Games,USD,10000,21010.35,successful,707,US,21010.35,10000
2025781366,OMG it's JC,Webseries,Film & Video,USD,1500,30,failed,1,US,30,1500
1038870447,Photo Exhibition - BOND BOUND(2),Photography,Photography,USD,250,295,successful,6,US,295,250
2088494125,Affinity: Arrival,Comic Books,Comics,USD,4000,8530,successful,130,US,8530,4000
1866467395,First Business,Food,Food,GBP,500,1,failed,1,GB,1.54,770.2
1855562571,En Ténèbres: Issue #1,Comics,Comics,USD,700,1160,successful,40,US,1160,700
1117758692,Willimantic's Thread Identity: Reliving History Through Art,Public Art,Art,USD,3250,3466,successful,23,US,3466,3250
850838893,The Perfect Swimsuit | Sustainable Swimwear by APRICOSS,Apparel,Fashion,USD,10000,2266,failed,42,US,2266,10000
1296441,We Know Where You Live,Theater,Theater,GBP,1000,1167,successful,25,GB,1819.77,1559.36
932611666,"A video, ""Zone of Fire"", of the life of Bat Masterson & his friends in the Old West.",Documentary,Film & Video,USD,5500,75,failed,2,US,75,5500
1140028966,Nana Duck | An illustrated children's book,Children's Books,Publishing,GBP,2000,684,failed,22,GB,903.83,2642.78
1365016296,Vengeance by No Limit Games LLC,Video Games,Games,USD,250000,26,failed,3,US,26,250000
411459948,Shirts by Shurts - Polo Shirts for Gamers,Tabletop Games,Games,USD,1000,14356,successful,193,US,14356,1000
991643233,SPEKTRE,Wearables,Technology,EUR,26000,1429,failed,20,FR,1608.2,29260.5
364377868,Small Transparent Speaker,Product Design,Design,USD,250000,131637,failed,476,US,131637,250000
976268198,Victory Girls Ink. to Empower and Inspire Women,Photography,Photography,USD,2000,190,failed,8,US,190,2000
867115853,Speak Up Speak Out - An Awareness EP,Music,Music,USD,850,951,successful,20,US,951,850
1571873295,Matching Witz - Multi Platform Video Game,Video Games,Games,USD,9000,2,failed,2,US,2,9000
1893127852,Food Patriots - a journey into the good food movement,Documentary,Film & Video,USD,15000,16895,successful,164,US,16895,15000
1358131013,Our Senegal Story,Journalism,Journalism,USD,6500,555,failed,21,US,555,6500
1702524999,Heaven Hand,Shorts,Film & Video,USD,200,201,successful,10,US,201,200
206657495,The Perfect Pocket Square Holder,Accessories,Fashion,USD,5000,5334,successful,101,US,5334,5000
136921336,Tokyo Demons: Book 2,Fiction,Publishing,USD,3000,7849.05,successful,101,US,7849.05,3000
1173924908,Refugee - Feature Documentary Film,Documentary,Film & Video,GBP,30000,37537.74,successful,538,GB,46875.89,37463.01
629041144,Disposable Heroes,Video Games,Games,EUR,500,92,failed,19,NL,102.47,556.9
1080942855,The 9th Annual San Francisco AlteredBarbie Exhibition,Art,Art,USD,10000,331,failed,14,US,331,10000
1414549414,Blind Date,Film & Video,Film & Video,USD,1500,921,failed,16,US,921,1500
1879249811,Femme-Fatale Lingerie; sophisticated vintage inspiration!,Apparel,Fashion,GBP,5000,28003.5,successful,277,GB,34302.46,6124.67
1438210520,Hover Plane Plans - Volume 1,Technology,Technology,USD,6000,981,failed,55,US,981,6000
1256849611,The Interstellar Experience debut album,Rock,Music,SEK,20000,5,failed,1,SE,0.59,2374.65
718643586,Extraordinary Vision Mag: Your Source Of Photo-Inspiration,Photo,Journalism,NZD,15000,23142,successful,374,NZ,15648.12,10142.67
487710396,A Tractor for Sun Dog Farm,Food,Food,USD,7500,9125.77,successful,69,US,9125.77,7500
1605879472,Próg na którym siada blues - w ho?dzie Tadeuszowi Nalepie,Music,Music,CAD,2000,251,failed,3,CA,243.78,1942.5
365208673,Mars Academy,Film & Video,Film & Video,USD,30000,30123,successful,114,US,30123,30000
1050346064,Minoan - The Game,Mobile Games,Games,GBP,1000,781,failed,6,GB,1122.92,1437.79
878384289,Art for Justice. Justice for Art.,Jazz,Music,USD,1500,1939,successful,22,US,1939,1500
256462563,Sokamba Presents: ECHO,Experimental,Theater,USD,2200,2300,successful,21,US,2300,2200
1046085122,Keys to the Capitals (Canceled),Tabletop Games,Games,USD,100000,232,canceled,12,US,232,100000
1953169873,""" WE WILL EXIST "" By SHEMUWEL - A Song For The People",Pop,Music,USD,30000,465,failed,8,US,465,30000
1472450156,The Gray Man,Plays,Theater,USD,10000,11122,successful,193,US,11122,10000
828728885,Smart baby seat alarm clip set,DIY Electronics,Technology,USD,85000,985,failed,17,US,985,85000
1844846976,"This Week in Drugs: a podcast on politics, science, & more!",Audio,Journalism,USD,500,1041,successful,28,US,1041,500
553558097,The Litter Project,Art,Art,USD,5000,22,failed,3,US,22,5000
2021420152,Cupcakes For Men and more Gifts of Amazing Deliciousness!,Food,Food,USD,5600,275,failed,5,US,275,5600
1535885584,Ours Esprit Start Up,DIY,Crafts,CAD,1500,30,failed,2,CA,24.38,1219.21
1632051213,Ex Guitarist for Metal Church Vocalist/Mentors new METAL CD!,Metal,Music,USD,1000,81.66,canceled,6,US,81.66,1000
340180397,Preserving the DC Gospel Stars,Faith,Music,USD,2880,1,failed,1,US,1,2880
463856111,Parallel Bible: Volume One,Art Books,Publishing,USD,6000,12000,successful,111,US,12000,6000
1960680985,'Perception' - a pizza delivery driver pushed to his limits,Thrillers,Film & Video,AUD,2000,655.31,failed,20,AU,615.31,1877.93
1560638108,Actors Theatre of Phoenix is dancing with cell phones.,Theater,Theater,USD,500,590,successful,13,US,590,500
2096477059,Empire Comics Lab,Anthologies,Comics,USD,3500,862,failed,37,US,862,3500
2119387679,Pandemonium Wrestling - The Pro Wrestling Role Playing Game,Tabletop Games,Games,USD,2500,328,failed,14,US,328,2500
4354754,WarQuest by Glenn Drover (Canceled),Tabletop Games,Games,USD,85000,60583,canceled,286,US,60583,85000
150712575,"RPG game for Windows, Android and web",Games,Games,USD,1650,70,failed,3,US,70,1650
418304460,Navas Lab — Bamboo Hoody,Apparel,Fashion,CAD,30000,14020,canceled,106,CA,11076.87,23702.3
739812975,Minimal design watch with exclusively premium components,Product Design,Design,SEK,365000,7945,failed,6,SE,888.48,40817.7
649874978,JessLafonArt - Ink and Watercolor Paintings and Sculptures,Art,Art,USD,5000,370,canceled,8,US,370,5000
109261582,NecroWolves: Rising In Packs,Video Games,Games,USD,35000,360,failed,11,US,360,35000
651875430,CENTROPYMUSIC,Metal,Music,USD,10,10,successful,1,US,10,10
616311271,"BONE THUGS-N-HARMONY - ""For Smokers Only"" CD and LP release!",Hip-Hop,Music,USD,10420,2562,failed,49,US,2562,10420
1916086163,"Thomas, by HausBots | WORLD'S FIRST TOILET CLEANING ROBOT",Robots,Technology,GBP,5000,1137,failed,27,GB,1446.8,6362.38
1088160848,"Shoot, Shield, Slash!",Video Games,Games,USD,4000,10,failed,1,US,10,4000
368928081,Ned the Phone Monster (Canceled),Product Design,Design,USD,80000,12438,canceled,262,US,12438,80000
2143677098,Walter magazine Vol 2,Publishing,Publishing,EUR,7000,7558,successful,167,FR,8430.19,7807.79
481359906,Kids Krazed - Season One,Film & Video,Film & Video,USD,11000,1215,failed,7,US,1215,11000
881320668,Bright and Dark Nebulae,Academic,Publishing,USD,13750,445,failed,6,US,445,13750
1902398309,A Wizard's Day  - A PC/Mac indie game with Wii U aspirations,Video Games,Games,USD,15000,3541,failed,37,US,3541,15000
1821223436,Sil3nce Apparel,Product Design,Design,USD,1500,18,failed,1,US,18,1500
237319431,AstroBox Touch: A Powerful Touchscreen for your 3D Printer,3D Printing,Technology,USD,10000,74781,successful,603,US,74781,10000
82149299,MEGATON CRUSH,Comics,Comics,USD,1000,381,failed,13,US,381,1000
202356238,Finding Eden- A Short Film,Shorts,Film & Video,USD,3000,370,failed,7,US,370,3000
1929560413,"Solitary Road, the book",Photobooks,Photography,SEK,40000,3805,failed,7,SE,468.98,4930.12
2010974299,"Bull City Craft: Art Supplies, Kids' Crafts, Painting Studio",Crafts,Crafts,USD,10000,10905,successful,145,US,10905,10000
821240998,Elf Halloween Inspired Hard Enamel Pins,Accessories,Fashion,USD,500,261,failed,9,US,261,500
692470634,Dead Rollers EP,Rock,Music,USD,2000,391,failed,12,US,391,2000
571584694,CONSIDERATION,Narrative Film,Film & Video,USD,15000,17392,successful,109,US,17392,15000
2108082348,Speed Kills Gas'd Up - A New Take on Retro Racing Classics,Video Games,Games,USD,85000,2516,failed,15,US,2516,85000
51469623,GBS Detroit Presents The Erers,Indie Rock,Music,USD,1200,1860,successful,43,US,1860,1200
1604228272,The Press Start Bar (Canceled),Restaurants,Food,USD,25000,1575,canceled,15,US,1575,25000
484183327,"The Yarn Bin: a container to hold, control and store yarn",Product Design,Design,USD,10000,2101,failed,65,US,2101,10000
1182799589,Northeast Ohio Dukes Yankee Lake Home Coming Documentary,Documentary,Film & Video,USD,2300,22,failed,1,US,22,2300
633581402,Bronxton: Roll Up Leather Case,Product Design,Design,USD,3000,6148,successful,77,US,6148,3000
1250987099,Ophelia (Short Film),Shorts,Film & Video,GBP,1000,1350,successful,16,GB,1684.38,1247.69
821558683,Phablet Pocket Enlarger,DIY,Crafts,USD,10,32,successful,3,US,32,10
1615628346,Welcome To Doe Bay,Documentary,Film & Video,USD,8500,8840,successful,150,US,8840,8500
1491368586,Munchies food truck,Food Trucks,Food,USD,200,6,failed,2,US,6,200
550423661,Don Carlos & Dub Vision Benefit for the Round Valley Library,Art,Art,USD,1000,105,failed,4,US,105,1000
139467597,Zombie Stoppers,Product Design,Design,USD,15000,2,failed,1,US,2,15000
1814836247,Modern War Poker Cards,Playing Cards,Games,USD,5000,534,failed,19,US,534,5000
2127434447,I Love Koh Phangan Travel Website,Web,Technology,AUD,10000,1,failed,1,AU,0.78,7796.06
545874068,Watch Your Mouth ... And Throw An F-Bomb Round 2,Crochet,Crafts,CAD,100,524,successful,13,CA,411.82,78.59
1812011241,TAKUMI PURE+: An Elegant yet Smart/ Versatile Stationery,Product Design,Design,USD,8500,16303,successful,247,US,16303,8500
616416561,Baldy Beard Brewing Company: Brewery & Tasting Room,Food,Food,USD,17000,19000.33,successful,230,US,19000.33,17000
2109577640,Doll Factory - Short Film,Shorts,Film & Video,GBP,5000,5277,successful,83,GB,8149.68,7721.89
1500193209,MagHex,Tabletop Games,Games,USD,18000,1078,failed,19,US,1078,18000
2100958832,"mini ELEMENTOS, ultra portable magnetic board game",Tabletop Games,Games,USD,8000,567,canceled,55,US,567,8000
1621080448,Laugh For Me,Thrillers,Film & Video,USD,42000,20,failed,1,US,20,42000
713238776,Con Artists: The Art of the Convention Sketch,Art Books,Publishing,USD,8500,560,failed,13,US,560,8500
1208855892,The Hong Kong MTR Poster: Reborn,Graphic Design,Design,GBP,500,237,failed,11,GB,304.73,642.88
2078220593,Firestorm Galaxy Expansion,Tabletop Games,Games,GBP,50000,49487,canceled,359,GB,67241.43,67938.47
1841684001,The Ultimate Disruption: How 1787 Blew Up U.S. Politics,Documentary,Film & Video,USD,50000,125,canceled,2,US,125,50000
976239769,The Voice I Paint,Documentary,Film & Video,USD,50000,4503,failed,47,US,4503,50000
1865430412,Vodka & Gin Diagram Poster Series,Graphic Design,Design,USD,500,3343,successful,76,US,3343,500
91590257,Identity4,Performances,Dance,USD,2500,2515.04,successful,45,US,2515.04,2500
161022848,Durandal 2014,Software,Technology,USD,95000,36643.01,failed,460,US,36643.01,95000
1999006745,£1 Tabletop RPG Rulebook: Era: Lyres - Pocket Edition,Tabletop Games,Games,GBP,100,1145.52,successful,216,GB,1637.21,142.92
1522720315,Soulock,Video Games,Games,USD,15000,375,failed,11,US,375,15000
2065047698,From India to the Bible Belt: Evolution (Canceled),Public Art,Art,USD,3500,840,canceled,9,US,840,3500
206407371,Tesla model S - Wreck to Wrecovery,Crafts,Crafts,USD,25000,1827,failed,11,US,1827,25000
270998294,tommy fleger - eco/folk artist,Art,Art,CAD,8000,10,failed,1,CA,8.26,6609.93
1664639985,DOUBLE K: VOLUME 1 and BEYOND,Comics,Comics,USD,5500,26810.58,successful,698,US,26810.58,5500
1643110956,Late Night Transit's Full Length Debut Album,Pop,Music,USD,8500,9035,successful,57,US,9035,8500
1310363024,Arts on the Move Festival,Festivals,Theater,GBP,400,400,successful,16,GB,613.25,613.25
1848340980,The Little Space Mouse and I,Children's Books,Publishing,GBP,1200,320,failed,20,GB,492.79,1847.97
635283646,Publish Waiting On Humanity,Nonfiction,Publishing,USD,2500,2550,successful,19,US,2550,2500
1388627743,Bourbon Barrel Pens made from real Barrels for Father's Day,Crafts,Crafts,USD,1200,3221,successful,67,US,3221,1200
773543286,Underwear for Women Who Like to Show Their Boi-ish Side!,Apparel,Fashion,USD,20000,10940,canceled,133,US,10940,20000
1417401080,Just For You,Music,Music,USD,5000,5046,successful,66,US,5046,5000
712751565,Repurposing our urban tree supply,Product Design,Design,CAD,2200,100,failed,1,CA,74.05,1629.15
1635462590,White Bread Shield for Arduino,Hardware,Technology,USD,600,9269,successful,289,US,9269,600
1809367655,Vegitano - Vegan Alfredo Sauce,Vegan,Food,USD,12000,1598.77,failed,69,US,1598.77,12000
422502156,HALO STAND -  A Stunning New Stand & Desk Lamp For The iMac,Product Design,Design,GBP,25000,2916,canceled,14,GB,4555.89,39059.45
849477837,Fresh Baked Socks,Accessories,Fashion,CAD,1500,152,failed,4,CA,122.14,1205.3
94953594,Lotia - RPG Indie Game,Video Games,Games,USD,10000,10389,successful,111,US,10389,10000
1971235709,GUPPY FRIEND Washing Bag,Technology,Technology,EUR,20000,28640,successful,668,DE,30240.96,21117.99
1554988634,BujuBoards,Apparel,Fashion,USD,6000,31,failed,2,US,31,6000
1315046142,"The Critical Case, an Ultra-minimalist Bumper for iPhone 5S",Product Design,Design,USD,30000,12977,failed,116,US,12977,30000
881332717,Precious metal clay Jewelry,Jewelry,Fashion,USD,1000,1,failed,1,US,1,1000
865243931,Brian McGee's The Taking Or The Leaving on VINYL,Music,Music,USD,3000,3936,successful,65,US,3936,3000
1884056582,SCALPERS: A Boston Comedy Web-Series,Webseries,Film & Video,USD,7300,4570,failed,48,US,4570,7300
1968721408,Game,Horror,Film & Video,USD,500,526,successful,8,US,526,500
345570151,Monster!,Video Games,Games,USD,70000,6256,failed,99,US,6256,70000
1857973868,Don Dean 10 piece Jazz Band,Jazz,Music,USD,5000,14,failed,3,US,14,5000
1172643942,FACETTES - Handmade glass jewellery,Fashion,Fashion,DKK,50000,3875,failed,9,DK,581.08,7497.83
242248396,"Eduardo Carrillo: The Mural Years, 1968-1978",Documentary,Film & Video,USD,10000,10240,successful,54,US,10240,10000
230653530,UNA Grill: the portable charcoal grill to carry anywhere,Product Design,Design,EUR,15000,32626,successful,266,NL,37242.59,17122.51
1548655691,Button Mash's Grand Reopening,Games,Games,GBP,330,660,successful,28,GB,1007.17,503.59
947575955,Engraved Dice Towers by CrowScratches,Tabletop Games,Games,USD,1000,3106,successful,68,US,3106,1000
1052962734,Palooka: a literary journal of underdog excellence,Publishing,Publishing,USD,1200,125,failed,5,US,125,1200
1788917524,The King Without a Crown,Drama,Film & Video,USD,50000,661,failed,11,US,661,50000
1016549487,SurfEasy | Plug in Privacy,Technology,Technology,USD,12500,69404.13,successful,1093,US,69404.13,12500
709349957,The Complex - A Webseries,Webseries,Film & Video,USD,1000,1090,successful,25,US,1090,1000
1029650194,Dawn of Lions - Rise of mixed martial arts in West Africa,Documentary,Film & Video,USD,22000,810,canceled,15,US,810,22000
524920925,GospelChops is filming Shed Sessionz Vol. 3,Shorts,Film & Video,USD,10000,10,failed,1,US,10,10000
586677704,"Choose your own one-off generative tote, pillow or print",Graphic Design,Design,GBP,1000,539,failed,17,GB,846.75,1570.97
567694363,Sound Engineer Marcel Van Limbeek to Mix My New Album,Music,Music,USD,6000,6115,successful,61,US,6115,6000
2028017755,The Big Heavy,Shorts,Film & Video,USD,550,933,successful,37,US,933,550
973516047,CdeCMx:Join the science education revolution!,Technology,Technology,USD,10000,1751,failed,42,US,1751,10000
285751099,Crimson Star: A Singaporean Superhero #01,Comic Books,Comics,SGD,5000,1502.99,failed,67,SG,1077.88,3585.77
829113580,The Nathan Thomas Band,Country & Folk,Music,USD,6000,270,failed,4,US,270,6000
1927496161,Nurturing Darkness,Shorts,Film & Video,USD,20000,406,failed,10,US,406,20000
1206168999,FlipTech Scooters (Flip Tech),Technology,Technology,USD,50000,2288,failed,16,US,2288,50000
1176400351,"SQL Programming, the easy way  (e-book,iBook and course)",Software,Technology,USD,2500,4037,successful,324,US,4037,2500
625701163,Alphabet of the Other Childhood - A Darkly Humorous Art Book,Art Books,Publishing,USD,4700,6371,successful,150,US,6371,4700
1069719659,Darin's First Novel - Streets of Blame Manuscript Editing,Fiction,Publishing,USD,2000,2067,successful,35,US,2067,2000
568322661,"Berber: Dances of Depravity,Horror & Ecstacy ~ The Life and Times of Anita Berber",Dance,Dance,USD,10000,2080.01,failed,50,US,2080.01,10000
2011539590,Broken Places,Shorts,Film & Video,GBP,500,500,successful,10,GB,825.41,825.41
1290289453,Language Is A Virus From Outer Space- A Cut-Up,Documentary,Film & Video,GBP,5000,328,failed,6,GB,500.09,7623.35
539378279,Zakasha Steel String Quartet - Luthier Built Guitar Ensemble,Music,Music,USD,23600,2017,failed,14,US,2017,23600
1265464392,AshimaCore - Embedded ARM / IMU Sense and Control System,Hardware,Technology,USD,5000,7444,successful,32,US,7444,5000
854842479,Worlds Punniest - Card Game,Playing Cards,Games,USD,20000,1064,failed,4,US,1064,20000
136479942,PAX - Accept Cash Or Card Tips on Uber Rides,Technology,Technology,USD,50000,1391,canceled,37,US,1391,50000
1228275971,Whispering Mountains: The Living Presence of the Jonang,Documentary,Film & Video,USD,4000,4871,successful,71,US,4871,4000
1052644435,4ARMS,Product Design,Design,USD,227000,2812,failed,8,US,2812,227000
1136644285,Calendario cosplayer 2017,Photography,Photography,EUR,2500,436,failed,17,ES,479.68,2750.49
766806907,Resort / Vacation,Architecture,Design,CAD,10000,10,failed,1,CA,9.13,9126.59
616304816,Survival Games - Realistic 24 Player Online Deathmatch,Video Games,Games,USD,50000,2767,canceled,101,US,2767,50000
489154657,Mujercita T-shirt,Apparel,Fashion,USD,500,235,failed,6,US,235,500
1944328219,Think Tank Theater Company: Test Pattern #002,Theater,Theater,USD,1200,350,failed,14,US,350,1200
102648464,Foxwood,Woodworking,Crafts,EUR,5000,225,failed,3,NL,251.19,5581.98
975583758,Kingdom Of Mosa,Print,Journalism,USD,200,1,failed,1,US,1,200
448763265,"Help ""The Hut""",Food Trucks,Food,GBP,4000,297,failed,9,GB,366.14,4931.21
1941448520,Heroic Hustle,Tabletop Games,Games,USD,10000,11225,successful,66,US,11225,10000
556233191,Biography Bessie Barbara Billbe Companion Books Adult/Child,Nonfiction,Publishing,USD,42000,41,failed,3,US,41,42000
2082171362,The Great Calabria CookBook,Food,Food,EUR,70000,60,failed,2,IT,70.45,82194.35
130643108,Education For Sale - 30 Poems for Public Ed.,Poetry,Publishing,USD,2000,2008,successful,32,US,2008,2000
1185104627,Bringing sweet joy to the world one candy at a time,Food,Food,USD,4000,563,failed,12,US,563,4000
1747626871,Candy Grip Coarse - NEW Color Changing Grip Tape & Apparel!,Product Design,Design,USD,1000,1010,successful,22,US,1010,1000
1883044659,Former Spine: The Debut Album by Smashy Claw,Rock,Music,USD,300,1274.43,successful,31,US,1274.43,300
612982542,"""To Be Gone"" - A Mind Bacon Film",Film & Video,Film & Video,USD,700,2,failed,2,US,2,700
793873506,2017 Reef Check California Marine Ecosystem Assessment,Journalism,Journalism,USD,6000,6765,successful,78,US,6765,6000
1823694064,"Record, share and play your tennis game like a pro!",Games,Games,USD,20000,35,failed,2,US,35,20000
2002023988,Research on Humpback Whale Mother and Calf Interactions,Animals,Photography,USD,50000,117,failed,7,US,117,50000
687446620,The Perfect Beer Drinking Vessel and Private Keg!,Product Design,Design,USD,30000,236772,successful,1959,US,236772,30000
1122977014,EVEL SPIRIT Completing Evel Knievel's Jump Over Snake River!,Film & Video,Film & Video,USD,150000,52202,canceled,604,US,52202,150000
1510401765,Dogs Playing D&D - Full Color Poster,Games,Games,USD,1000,12502,successful,535,US,12502,1000
803121028,Jehovah Jewelry,Product Design,Design,USD,18000,50,failed,1,US,50,18000
329611233,Grimsby,Video Games,Games,GBP,250,30,failed,1,GB,36.44,303.71
1633989355,Virus,Tabletop Games,Games,EUR,5000,69042.5,successful,859,IT,77009.95,5577
759844859,Hey Zoey! Get Off Your Phone!,Children's Books,Publishing,USD,8000,8800.69,successful,248,US,8800.69,8000
1423106018,HOUDINI Magic Séance Card Deck - USPCC printed (Canceled),Graphic Design,Design,USD,12000,3726,canceled,128,US,3726,12000
1321231566,Sockenkuss - Just attach the snaps once and relax,Wearables,Technology,EUR,7500,7662,successful,149,DE,8324.01,8148.01
1096600711,"White Ash #1: 48 pages of fantasy, horror and romance",Comic Books,Comics,USD,8875,12386,successful,327,US,12386,8875
1165101929,BALLENARCA - The Whale Ark,Performance Art,Art,USD,5000,5433,successful,68,US,5433,5000
1094400401,"Sustainable Aquaponics Systems in Surkhet, Nepal",Farms,Food,USD,5000,5730,successful,104,US,5730,5000
928536691,the Wallingford Juicer,Vegan,Food,USD,4000,42,failed,4,US,42,4000
